,ds,trend,yhat_lower,yhat_upper,trend_lower,trend_upper,additive_terms,additive_terms_lower,additive_terms_upper,weekly,weekly_lower,weekly_upper,yearly,yearly_lower,yearly_upper,multiplicative_terms,multiplicative_terms_lower,multiplicative_terms_upper,yhat
10,2020-01-11,-0.014836854407426284,-1.156223574014938,1.0642151420315313,-0.014836854407426284,-0.014836854407426284,-0.07861038702404988,-0.07861038702404988,-0.07861038702404988,-0.1056303390109992,-0.1056303390109992,-0.1056303390109992,0.027019951986949342,0.027019951986949342,0.027019951986949342,0.0,0.0,0.0,-0.09344724143147616
11,2020-01-12,-0.014886729385159,-1.188938064552477,1.0822083748239726,-0.014886729385159,-0.014886729385159,-0.0877141293110819,-0.0877141293110819,-0.0877141293110819,-0.11236391594460603,-0.11236391594460603,-0.11236391594460603,0.024649786633524115,0.024649786633524115,0.024649786633524115,0.0,0.0,0.0,-0.1026008586962409
12,2020-01-13,-0.014936604362891716,-0.9503370394039736,1.2067864695277348,-0.014936604362891716,-0.014936604362891716,0.11611563936138238,0.11611563936138238,0.11611563936138238,0.09696487492109016,0.09696487492109016,0.09696487492109016,0.0191507644402922,0.0191507644402922,0.0191507644402922,0.0,0.0,0.0,0.10117903499849065
13,2020-01-14,-0.01498647934062443,-1.072741844191272,1.1534712762888464,-0.01498647934062443,-0.01498647934062443,0.08112702325519727,0.08112702325519727,0.08112702325519727,0.07044047010649196,0.07044047010649196,0.07044047010649196,0.0106865531487053,0.0106865531487053,0.0106865531487053,0.0,0.0,0.0,0.06614054391457284
14,2020-01-15,-0.015036354318357146,-1.1176898369636885,1.1171433619533275,-0.015036354318357146,-0.015036354318357146,0.06300132339878896,0.06300132339878896,0.06300132339878896,0.06355527524272628,0.06355527524272628,0.06355527524272628,-0.0005539518439373033,-0.0005539518439373033,-0.0005539518439373033,0.0,0.0,0.0,0.04796496908043181
15,2020-01-16,-0.015086229296089862,-1.0864983889334345,1.0344071055073074,-0.015086229296089862,-0.015086229296089862,0.0017527332598792338,0.0017527332598792338,0.0017527332598792338,0.01611139299430139,0.01611139299430139,0.01611139299430139,-0.014358659734422156,-0.014358659734422156,-0.014358659734422156,0.0,0.0,0.0,-0.013333496036210628
16,2020-01-17,-0.015136104273822577,-1.2345242019310687,0.9505907761368391,-0.015136104273822577,-0.015136104273822577,-0.05957175863850942,-0.05957175863850942,-0.05957175863850942,-0.02907775830896547,-0.02907775830896547,-0.02907775830896547,-0.03049400032954395,-0.03049400032954395,-0.03049400032954395,0.0,0.0,0.0,-0.074707862912332
17,2020-01-18,-0.015185979251555293,-1.2780285238314504,0.9131359082291575,-0.015185979251555293,-0.015185979251555293,-0.15433668826441566,-0.15433668826441566,-0.15433668826441566,-0.10563033901080553,-0.10563033901080553,-0.10563033901080553,-0.048706349253610136,-0.048706349253610136,-0.048706349253610136,0.0,0.0,0.0,-0.16952266751597095
18,2020-01-19,-0.015235854229288009,-1.3756785712659252,0.8993892152398536,-0.015235854229288009,-0.015235854229288009,-0.1810871285509405,-0.1810871285509405,-0.1810871285509405,-0.1123639159444192,-0.1123639159444192,-0.1123639159444192,-0.0687232126065213,-0.0687232126065213,-0.0687232126065213,0.0,0.0,0.0,-0.1963229827802285
19,2020-01-20,-0.015285729207020723,-1.0825379262702068,1.0683141858262726,-0.015285729207020723,-0.015285729207020723,0.006710631808206166,0.006710631808206166,0.006710631808206166,0.0969648749211824,0.0969648749211824,0.0969648749211824,-0.09025424311297624,-0.09025424311297624,-0.09025424311297624,0.0,0.0,0.0,-0.008575097398814558
20,2020-01-21,-0.01533560418475344,-1.087143589389578,1.099131885451822,-0.01533560418475344,-0.01533560418475344,-0.04255170748520579,-0.04255170748520579,-0.04255170748520579,0.07044047010639627,0.07044047010639627,0.07044047010639627,-0.11299217759160207,-0.11299217759160207,-0.11299217759160207,0.0,0.0,0.0,-0.05788731166995923
21,2020-01-22,-0.015385479162486155,-1.1989326556577686,0.8711275936635362,-0.015385479162486155,-0.015385479162486155,-0.07305852337724647,-0.07305852337724647,-0.07305852337724647,0.06355527524282518,0.06355527524282518,0.06355527524282518,-0.13661379862007164,-0.13661379862007164,-0.13661379862007164,0.0,0.0,0.0,-0.08844400253973263
22,2020-01-23,-0.01543535414021887,-1.2190882409252017,0.9180007473622779,-0.01543535414021887,-0.01543535414021887,-0.1446696379650593,-0.1446696379650593,-0.1446696379650593,0.016111392994345157,0.016111392994345157,0.016111392994345157,-0.16078103095940446,-0.16078103095940446,-0.16078103095940446,0.0,0.0,0.0,-0.16010499210527818
23,2020-01-24,-0.015485229117951587,-1.3210137200260363,0.804916095638495,-0.015485229117951587,-0.015485229117951587,-0.21422004355742824,-0.21422004355742824,-0.21422004355742824,-0.02907775830885992,-0.02907775830885992,-0.02907775830885992,-0.18514228524856835,-0.18514228524856835,-0.18514228524856835,0.0,0.0,0.0,-0.22970527267537982
24,2020-01-25,-0.015535104095684302,-1.4023437130693834,0.8095871151374523,-0.015535104095684302,-0.015535104095684302,-0.3149644965214225,-0.3149644965214225,-0.3149644965214225,-0.10563033901099704,-0.10563033901099704,-0.10563033901099704,-0.20933415751042547,-0.20933415751042547,-0.20933415751042547,0.0,0.0,0.0,-0.3304996006171068
25,2020-01-26,-0.015584979073417016,-1.4537521750512328,0.7702155170765361,-0.015584979073417016,-0.015584979073417016,-0.3453474991109241,-0.3453474991109241,-0.3453474991109241,-0.11236391594488013,-0.11236391594488013,-0.11236391594488013,-0.23298358316604398,-0.23298358316604398,-0.23298358316604398,0.0,0.0,0.0,-0.3609324781843411
26,2020-01-27,-0.015634854051149734,-1.251729306049305,0.9090197309771826,-0.015634854051149734,-0.015634854051149734,-0.15874565389324674,-0.15874565389324674,-0.15874565389324674,0.09696487492127465,0.09696487492127465,0.09696487492127465,-0.2557105288145214,-0.2557105288145214,-0.2557105288145214,0.0,0.0,0.0,-0.17438050794439647
27,2020-01-28,-0.015684729028882446,-1.302391018392989,0.8668880249224301,-0.015684729028882446,-0.015684729028882446,-0.2066908143697735,-0.2066908143697735,-0.2066908143697735,0.07044047010646821,0.07044047010646821,0.07044047010646821,-0.27713128447624175,-0.27713128447624175,-0.27713128447624175,0.0,0.0,0.0,-0.22237554339865595
28,2020-01-29,-0.015734604006615163,-1.3284637678469888,0.8961811200240845,-0.015734604006615163,-0.015734604006615163,-0.2333071187845741,-0.2333071187845741,-0.2333071187845741,0.0635552752425851,0.0635552752425851,0.0635552752425851,-0.29686239402715925,-0.29686239402715925,-0.29686239402715925,0.0,0.0,0.0,-0.24904172279118927
29,2020-01-30,-0.01578447898434788,-1.4201540474288346,0.8589804318774903,-0.01578447898434788,-0.01578447898434788,-0.2984138400281169,-0.2984138400281169,-0.2984138400281169,0.016111392994167296,0.016111392994167296,0.016111392994167296,-0.3145252330222842,-0.3145252330222842,-0.3145252330222842,0.0,0.0,0.0,-0.31419831901246476
30,2020-01-31,-0.015834353962080595,-1.4517507177120101,0.707058896732955,-0.015834353962080595,-0.015834353962080595,-0.3588289703651226,-0.3588289703651226,-0.3588289703651226,-0.029077758308587803,-0.029077758308587803,-0.029077758308587803,-0.32975121205653485,-0.32975121205653485,-0.32975121205653485,0.0,0.0,0.0,-0.37466332432720323
31,2020-02-01,-0.015884228939813307,-1.5736751377630769,0.6551947867155103,-0.015884228939813307,-0.015884228939813307,-0.4478178903776694,-0.4478178903776694,-0.4478178903776694,-0.10563033901118857,-0.10563033901118857,-0.10563033901118857,-0.3421875513664808,-0.3421875513664808,-0.3421875513664808,0.0,0.0,0.0,-0.4637021193174827
32,2020-02-02,-0.015934103917546027,-1.5435045628768886,0.647139648645085,-0.015934103917546027,-0.015934103917546027,-0.46386745571747723,-0.46386745571747723,-0.46386745571747723,-0.1123639159446933,-0.1123639159446933,-0.1123639159446933,-0.3515035397727839,-0.3515035397727839,-0.3515035397727839,0.0,0.0,0.0,-0.47980155963502324
33,2020-02-03,-0.01598397889527874,-1.3145331769211668,0.8667199473892345,-0.01598397889527874,-0.01598397889527874,-0.26043228462771334,-0.26043228462771334,-0.26043228462771334,0.09696487492088207,0.09696487492088207,0.09696487492088207,-0.35739715954859547,-0.35739715954859547,-0.35739715954859547,0.0,0.0,0.0,-0.2764162635229921
34,2020-02-04,-0.016033853873011455,-1.3622515173234166,0.8072911637661968,-0.016033853873011455,-0.016033853873011455,-0.28916145952988004,-0.28916145952988004,-0.28916145952988004,0.07044047010637253,0.07044047010637253,0.07044047010637253,-0.3596019296362526,-0.3596019296362526,-0.3596019296362526,0.0,0.0,0.0,-0.3051953134028915
35,2020-02-05,-0.01608372885074417,-1.4129382315279577,0.7352429425610126,-0.01608372885074417,-0.01608372885074417,-0.2943385187860216,-0.2943385187860216,-0.2943385187860216,0.06355527524268403,0.06355527524268403,0.06355527524268403,-0.35789379402870564,-0.35789379402870564,-0.35789379402870564,0.0,0.0,0.0,-0.31042224763676574
36,2020-02-06,-0.016133603828476888,-1.3420612591775944,0.8445507498120929,-0.016133603828476888,-0.016133603828476888,-0.33598646821207306,-0.33598646821207306,-0.33598646821207306,0.016111392994247874,0.016111392994247874,0.016111392994247874,-0.352097861206321,-0.352097861206321,-0.352097861206321,0.0,0.0,0.0,-0.35212007204054996
