n1,n2,n3,hierarquia_1,hierarquia_2,hierarquia_3,hierarquia_4,flag_fraude,tipo_de_tag
w1 - solicitacao,w2 - cancelamento,w3 - quero confirmar conta cancelada,Cartão,Aprovação,Aprovação,Cancelamento de conta,Não,Problema
w1 - solicitacao,w2 - cancelamento,w3 - quero cancelar will nao tem emprestimo,Cartão,Aprovação,Aprovação,Cancelamento de conta,Não,Problema
w1 - solicitacao,w2 - backoffice,w3 - devolucao de credito conta cancelada,Cartão,Aprovação,Aprovação,Cancelamento de conta,Não,Problema
w1 - solicitacao,w2 - acesso,w3 - quero cancelar minha conta,Cartão,Aprovação,Aprovação,Cancelamento de conta,Não,Reclamação
w1 - solicitacao,w2 - cancelamento,w3 - quero cancelar nao concordo com engarcos do will,Cartão,Aprovação,Aprovação,Cancelamento de conta,Não,Reclamação
w1 - solicitacao,w2 - atendimento,w3 - declaracao cancelamento cartao,Cartão,Aprovação,Aprovação,Cancelamento de conta,Não,Solicitação
w1 - solicitacao,w2 - cancelamento,w3 - cliente cancelado,Cartão,Aprovação,Aprovação,Cancelamento de conta,Não,Solicitação
w1 - solicitacao,w2 - cancelamento,w3 - cliente retido,Cartão,Aprovação,Aprovação,Cancelamento de conta,Não,Solicitação
w1 - cancelamento,w2 - cancelar outro motivo,w3 - cliente cancelado,Cartão,Aprovação,Aprovação,Cancelamento de conta,Não,Solicitação
w1 - cancelamento,w2 - cancelar will nao tem pix,w3 - cliente cancelado,Cartão,Aprovação,Aprovação,Cancelamento de conta,Não,Reclamação
w1 - duvida,w2 - novas funcionalidades,w3 - investimento,Cartão,Aprovação,Aprovação,Cancelamento de conta,Não,Dúvida
w1 - cancelamento,w2 - cancelar  will nao tem emprestimo,w3 - cliente cancelado,Cartão,Aprovação,Aprovação,Cancelamento de conta,Não,Reclamação
w1 - solicitacao,w2 - cancelamento,w3 - quero cancelar por motivos pessoais,Cartão,Aprovação,Aprovação,Cancelamento de conta,Não,Problema
w1 - solicitacao,w2 - cancelamento,w3 - quero cancelar will nao tem pix,Cartão,Aprovação,Aprovação,Cancelamento de conta,Não,Reclamação
w1 - solicitacao,w2 - cancelamento,w3 - 2 via cartao solicitada por retencao,Cartão,Aprovação,Aprovação,Cancelamento de conta,Não,Solicitação
,,n3 - cancelamento por desinteresse,Cartão,Aprovação,Aprovação,Cancelamento de conta,Não,Reclamação
,,n3 - declaracao cancelamento cartao,Cartão,Aprovação,Aprovação,Cancelamento de conta,Não,Solicitação
intent,cancelamento de cartao ou conta,wb-ccc,Cartão,Aprovação,Aprovação,Cancelamento de conta,Não,Reclamação
w1 - solicitacao,w2 - conta pura,w3 - quero cancelar conta pura nao tem credito,Conta,Banking Account,Banking Account,Cancelamento de conta will,Não,Problema
,,n3 - cartao_adicional,Cartão,Compra,Compra,Cartão adicional,Não,Solicitação
w1 - duvida,w2 - cartao de credito fisico,w3 - duvidas cartao adicional,Cartão,Compra,Compra,Cartão adicional,Não,Dúvida
w1 - solicitacao,w2 - cartao de credito fisico,w3 - solicitacao cartao adicional,Cartão,Compra,Compra,Cartão adicional,Não,Solicitação
w1 - duvida,w2 - cartao de credito fisico,w3 - cartao adicional,Cartão,Compra,Compra,Cartão adicional,Não,Solicitação
intent,cartao adicional,wb-cad,Cartão,Compra,Compra,Cartão adicional,Não,Dúvida
,,n3 - cartao_black,Cartão,Compra,Compra,Cartão black,Não,Dúvida
w1 - duvida,w2 - cartao de credito fisico,w3 - duvidas cartao black,Cartão,Compra,Compra,Cartão black,Não,Dúvida
w1 - duvida,w2 - cartao de credito fisico,w3 - cartao black,Cartão,Compra,Compra,Cartão black,Não,Dúvida
intent,cartao black,wb-cb,Cartão,Compra,Compra,Cartão black,Não,Dúvida
,,n3 - cartao_virtual,Cartão,Compra,Compra,Cartão virtual,Não,Dúvida
,,n3 - bloqueio_cartao_virtual,Cartão,Compra,Compra,Cartão virtual,Não,Dúvida
w1 - duvida,w2 - cartao de credito virtual,w3 - como fazer compra online com o cartao virtual,Cartão,Compra,Compra,Cartão virtual,Não,Dúvida
w1 - duvida,w2 - cartao de credito virtual,w3 - como criar cartao virtual,Cartão,Compra,Compra,Cartão virtual,Não,Dúvida
w1 - duvida,w2 - cartao de credito virtual,w3 - como visualizar dados do cartao virtual,Cartão,Compra,Compra,Cartão virtual,Não,Dúvida
w1 - duvida,w2 - cartao de credito virtual,w3 - como fazer compra presencial com o cartao virtual,Cartão,Compra,Compra,Cartão virtual,Não,Dúvida
w1 - problema,w2 - cartao de credito virtual,w3 - erro visualizar dados cartao virtual,Cartão,Compra,Compra,Cartão virtual,Não,Reclamação
w1 - solicitacao,w2 - cartao de credito virtual,w3 - bloqueio ou desbloqueio temporario cartao virtual,Cartão,Compra,Compra,Cartão virtual,Não,Dúvida
w1 - problema,w2 - cartao de credito virtual,w3 - erro cvc cartao virtual,Cartão,Compra,Compra,Cartão virtual,Não,Problema
w1 - duvida,w2 - cartao de credito virtual,w3 - como bloquear cartao virtual,Cartão,Compra,Compra,Cartão virtual,Não,Dúvida
w1 - problema,w2 - cartao de credito virtual,w3 - erro gerar novo cartao virtual,Cartão,Compra,Compra,Cartão virtual,Não,Problema
,,w3 - resultado analise de cartao de credito virtual,Cartão,Compra,Compra,Cartão virtual,Não,Solicitação
bot,bot will - fraude (1),b3 - como criar cartao virtual,Cartão,Compra,Compra,Cartão virtual,Não,Dúvida
bot,bot will - cartão virtual,b3 - como visualizar dados do cartao virtual,Cartão,Compra,Compra,Cartão virtual,Não,Dúvida
bot,,b3 - duvida cartao virtual,Cartão,Compra,Compra,Cartão virtual,Não,Dúvida
bot,,q3 - cartão virtual,Cartão,Compra,Compra,Cartão virtual,Não,Dúvida
intent,cartao virtual,wb-cv,Cartão,Compra,Compra,Cartão virtual,Não,Dúvida
intent,habilitar ou desabilitar compra online,wb-hdco,Cartão,Compra,Compra,Cartão virtual,Não,Dúvida
,,n3 - nao recebi cashbak loja will,Marketplace,Marketplace,Marketplace,Reclamação pagamento cashback,Não,Problema
,,n3 - erro cupom loja will,Marketplace,Marketplace,Marketplace,Cupom,Não,Reclamação
,,w3 - nao recebi cashbak loja will,Marketplace,Marketplace,Marketplace,Reclamação pagamento cashback,Não,Reclamação
w1 - reclamacao,w2 - cashback,w3 - nao recebi cashback loja will,Marketplace,Marketplace,Marketplace,Reclamação pagamento cashback,Não,Problema
bot,bot will - cashback,b3 - cashback não caiu menos 60 dias,Marketplace,Marketplace,Marketplace,Reclamação pagamento cashback,Não,Dúvida
bot,bot will - cashback,b3 - duvida cashback,Marketplace,Marketplace,Marketplace,Dúvidas regras do cashback,Não,Dúvida
bot,bot will - cashback,b3 - duvida regras cashback,Marketplace,Marketplace,Marketplace,Dúvidas regras do cashback,Não,Dúvida
,,n3 - chat_duplicado,Atendimento,Atendimento,Atendimento,Chat duplicado,Não,Problema
w1 - solicitacao,w2 - cobranca,w3 - chat duplicado,Atendimento,Atendimento,Atendimento,Chat duplicado,Não,Problema
,,n3 - chat_sem_retorno,Atendimento,Atendimento,Atendimento,Chat sem retorno,Não,Dúvida
,,n3 - como fazer pix pelo app,Conta,Pix,Pix,Chaves PIX,Não,Dúvida
,,n3 - erro app cadastrar chave pix,Conta,Pix,Pix,Chaves PIX,Não,Reclamação
,,n3 - como excluir chave pix,Conta,Pix,Pix,Chaves PIX,Não,Dúvida
,,n3 - portabilidade chave pix,Conta,Pix,Pix,Chaves PIX,Não,Dúvida
,,n3 - reivindicar chave pix,Conta,Pix,Pix,Chaves PIX,Não,Solicitação
w1 - problema,w2 - pix,w3 - erro app cadastrar chave pix,Conta,Pix,Pix,Chaves PIX,Não,Dúvida
w1 - duvida,w2 - pix,w3 - como cadastrar ou alterar meu pix,Conta,Pix,Pix,Chaves PIX,Não,Dúvida
bot,bot will - pix,b3 - como cadastrar chave pix,Conta,Pix,Pix,Chaves PIX,Não,Dúvida
w1 - duvida,w2 - novas funcionalidades,w3 - quando tera pix,Conta,Pix,Pix,Chaves PIX,Não,Dúvida
bot,bot will - pix erro,b3 - problema com chave pix,Conta,Pix,Pix,Chaves PIX,Não,Dúvida
bot,,q3 - pix,Conta,Pix,Pix,Chaves PIX,Não,Solicitação
intent,chaves pix,wb-cp,Conta,Pix,Pix,Chaves PIX,Não,Dúvida
,,n3 - prazo_retirada_restricao_spc,Crédito e Cobrança,Acordos,Acordos,Cobrança,Não,Dúvida
,,n3 - assessoria_de_cobranca,Crédito e Cobrança,Acordos,Acordos,Cobrança,Não,Solicitação
,,n3 - situacao_spc,Crédito e Cobrança,Acordos,Acordos,Cobrança,Não,Dúvida
,,n3 - push_indevido_cobrança_fatura,Crédito e Cobrança,Acordos,Acordos,Cobrança,Não,Dúvida
,,n3 - recebimento_mensagem_negativacao,Crédito e Cobrança,Acordos,Acordos,Cobrança,Não,Dúvida
,,n3 - cadastro_positivo,Crédito e Cobrança,Acordos,Acordos,Cobrança,Não,Reclamação
,,n3 - notificacao_spc,Crédito e Cobrança,Acordos,Acordos,Cobrança,Não,Dúvida
,,n3 - ligacao_cobranca_menos_de_33,Crédito e Cobrança,Acordos,Acordos,Cobrança,Não,Reclamação
,,n3 - nova_proposta_de_acordo_atualizada,Crédito e Cobrança,Acordos,Acordos,Cobrança,Não,Solicitação
,,n3 - prazo_de_envio_boleto_assessoria,Crédito e Cobrança,Acordos,Acordos,Cobrança,Não,Dúvida
,,n3 - feirao negociacao,Crédito e Cobrança,Acordos,Acordos,Cobrança,Não,Solicitação
w1 - solicitacao,w2 - cobranca,w3 - feirao negociacao,Crédito e Cobrança,Acordos,Acordos,Cobrança,Não,Solicitação
w1 - reclamacao,w2 - fatura,w3 - notificacao cobranca fatura indevida,Crédito e Cobrança,Acordos,Acordos,Cobrança,Não,Reclamação
w1 - duvida,w2 - fatura,w3 - duvida cliente negativado,Crédito e Cobrança,Acordos,Acordos,Cobrança,Não,Dúvida
w1 - solicitacao,w2 - backoffice,w3 - negativacao indevida manual,Crédito e Cobrança,Acordos,Acordos,Cobrança,Não,Reclamação
w1 - duvida,w2 - cobranca,w3 - prazo para retirada de restricao spc,Crédito e Cobrança,Acordos,Acordos,Cobrança,Não,Dúvida
w1 - duvida,w2 - pagamento de fatura,w3 - duvida apos acordo com assessoria de cobranca,Crédito e Cobrança,Acordos,Acordos,Cobrança,Não,Dúvida
w1 - duvida,w2 - pagamento de fatura,w3 - duvida sobre quais sao nossas assessorias de cobranca,Crédito e Cobrança,Acordos,Acordos,Cobrança,Não,Dúvida
,,w3 - outras solicitacoes em cobranca cliente em dia,Crédito e Cobrança,Acordos,Acordos,Cobrança,Não,Solicitação
w1 - solicitacao,w2 - cobranca,w3 - outras solicitacoes em cobranca (cliente em dia),Crédito e Cobrança,Acordos,Acordos,Cobrança,Não,Solicitação
w1 - duvida,w2 - fatura,w3 - cliente negativado,Crédito e Cobrança,Acordos,Acordos,Cobrança,Não,Dúvida
w1 - solicitacao,w2 - cobranca,w3 - alteracao email cliente em atraso,Crédito e Cobrança,Acordos,Acordos,Cobrança,Não,Solicitação
bot,bot will - cobrança (2),b3 - duvida cliente negativado,Crédito e Cobrança,Acordos,Acordos,Cobrança,Não,Dúvida
,,n3 - sem_proposta_l_retornar_contato_por_telefone,Crédito e Cobrança,Acordos,Acordos,Cobrança,Não,Dúvida
intent,negativacao,wb-neg,Crédito e Cobrança,Acordos,Acordos,Cobrança,Não,Dúvida
,,n3 - prazo_de_compensacao_bancaria,Cartão,Pagamento,Pagamento,Compensação fatura,Não,Dúvida
,,n3 - compensacao_de_pagamento,Cartão,Pagamento,Pagamento,Compensação fatura,Não,Dúvida
,,n3 - bloqueio_por_atraso,Cartão,Pagamento,Pagamento,Compensação fatura,Não,Problema
,,n3 - prazo_compensacao,Cartão,Pagamento,Pagamento,Compensação fatura,Não,Dúvida
,,n3 - boleto_nao_registrado,Cartão,Pagamento,Pagamento,Compensação fatura,Não,Problema
,,n3 - negativacao_indevida,Cartão,Pagamento,Pagamento,Compensação fatura,Não,Reclamação
,,n3 - compensacao_bancaria_fora_do_prazo,Cartão,Pagamento,Pagamento,Compensação fatura,Não,Reclamação
,,n3 - atraso_indevido,Cartão,Pagamento,Pagamento,Compensação fatura,Não,Reclamação
,,n3 - bloqueio_compensacao,Cartão,Pagamento,Pagamento,Compensação fatura,Não,Reclamação
,,n3 - compensacao_bancaria_antecipacao,Cartão,Pagamento,Pagamento,Compensação fatura,Não,Dúvida
,,n3 - erro_pagamento_fatura_nao_consta_na_timeline,Cartão,Pagamento,Pagamento,Compensação fatura,Não,Reclamação
w1 - duvida,w2 - pagamento de fatura,w3 - duvida prazo para compensacao boleto fatura,Cartão,Pagamento,Pagamento,Compensação fatura,Não,Dúvida
w1 - duvida,w2 - pagamento de fatura,w3 - duvida se o pagamento boleto fatura ja compensou,Cartão,Pagamento,Pagamento,Compensação fatura,Não,Dúvida
w1 - problema,w2 - pagamento de fatura,w3 - boleto pagamento fatura nao registrado,Cartão,Pagamento,Pagamento,Compensação fatura,Não,Dúvida
w1 - problema,w2 - pagamento de fatura,w3 - erro compensacao pagamento via saldo conta,Cartão,Pagamento,Pagamento,Compensação fatura,Não,Problema
w1 - problema,w2 - pagamento de fatura,w3 - problema de compensacao bancaria boleto fatura,Cartão,Pagamento,Pagamento,Compensação fatura,Não,Problema
w1 - duvida,w2 - pagamento de fatura,w3 - duvida prazo compensacao pagamento pelo saldo em conta,Cartão,Pagamento,Pagamento,Compensação fatura,Não,Dúvida
w1 - problema,w2 - pagamento de fatura,w3 - bloqueio por atraso indevido de pagamento fatura,Cartão,Pagamento,Pagamento,Compensação fatura,Não,Reclamação
w1 - problema,w2 - fatura,w3 - erro pagamento compensado fatura diferente,Cartão,Pagamento,Pagamento,Compensação fatura,Não,Problema
w1 - problema,w2 - fatura,w3 - erro compensacao de pagamento cliente migrado,Cartão,Pagamento,Pagamento,Compensação fatura,Não,Problema
w1 - duvida,w2 - pagamento de fatura,w3 - duvida compensacao bancaria boleto fatura,Cartão,Pagamento,Pagamento,Compensação fatura,Não,Dúvida
w1 - duvida,w2 - pagamento de fatura,w3 - duvida prazo para compensação boleto fatura,Cartão,Pagamento,Pagamento,Compensação fatura,Não,Dúvida
bot,bot will - mapa,b3 - duvida horario de pagamento,Cartão,Pagamento,Pagamento,Compensação fatura,Não,Dúvida
bot,bot will - fatura aberta (3),b3 - duvida prazo para compensacao boleto fatura,Cartão,Pagamento,Pagamento,Compensação fatura,Não,Dúvida
bot,bot will - cobrança (2),b3 - duvida prazo para compensacao fatura,Cartão,Pagamento,Pagamento,Compensação fatura,Não,Dúvida
w1 - duvida,w2 - pagamento de fatura,w3 - duvida compensacao bancaria,Cartão,Pagamento,Pagamento,Compensação fatura,Não,Dúvida
w1 - problema,w2 - pagamento de fatura,w3 - boleto nao registrado,Cartão,Pagamento,Pagamento,Compensação fatura,Não,Dúvida
,,n3 - compra_debito_nao_consta_na_timeline_,Cartão,Pagamento,Pagamento,Compensação fatura,Não,Reclamação
,,w3 - duvida - compensacao fatura diferente,Cartão,Pagamento,Pagamento,Compensação fatura,Não,Problema
,,w3 - problema - compensacao fatura diferente,Cartão,Pagamento,Pagamento,Compensação fatura,Não,Problema
,,w3 - problema - boleto nao registrado,Cartão,Pagamento,Pagamento,Compensação fatura,Não,Dúvida
,,w3 - duvida - compensacao bancaria,Cartão,Pagamento,Pagamento,Compensação fatura,Não,Problema
,,w3 - problema - compensacao bancaria,Cartão,Pagamento,Pagamento,Compensação fatura,Não,Problema
,,w3 - duvida - compensacao saldo conta,Cartão,Pagamento,Pagamento,Compensação fatura,Não,Dúvida
,,w3 - problema - compensacao saldo conta,Cartão,Pagamento,Pagamento,Compensação fatura,Não,Dúvida
,,w3 - problema - prazo de compensacao,Cartão,Pagamento,Pagamento,Compensação fatura,Não,Dúvida
,,w3 - duvida - prazo de compensacao,Cartão,Pagamento,Pagamento,Compensação fatura,Não,Dúvida
intent,compensacao de antecipacao de fatura,wb-caf,Cartão,Pagamento,Pagamento,Compensação fatura,Não,Dúvida
intent,compensacao de fatura,wb-cf,Cartão,Pagamento,Pagamento,Compensação fatura,Não,Dúvida
,,n3 - compra_internacional,Cartão,Compra,Compra,Compra internacional,Não,Dúvida
w1 - duvida,w2 - cartao de credito fisico,w3 - quais os encargos para compra internacional,Cartão,Compra,Compra,Compra internacional,Não,Dúvida
,,w3 - duvida - tarifas e encargos,Cartão,Compra,Compra,Compra internacional,Não,Problema
w1 - duvida,w2 - limite de credito,w3 - Limite aprovacao,Crédito e Cobrança,Limite de crédito,Limite de crédito,Concessão de crédito,Não,Reclamação
w1 - solicitacao,w2 - limite de credito,w3 - resultado analise de limite de credito,Crédito e Cobrança,Limite de crédito,Limite de crédito,Concessão de crédito,Não,Solicitação
w1 - duvida,w2 - limite de credito,w3 - limite aprovacao,Crédito e Cobrança,Limite de crédito,Limite de crédito,Concessão de crédito,Não,Reclamação
w1 - solicitacao,w2 - limite de credito,w3 - alterar limite do cartao de debito,Crédito e Cobrança,Limite de crédito,Limite de crédito,Concessão de crédito,Não,Solicitação
,,w3 - cisao avista,Crédito e Cobrança,Limite de crédito,Limite de crédito,Concessão de crédito,Não,Dúvida
,,n3 - como_usar_saldo_conta,Conta,Banking Account,Banking Account,Consulta Saldo,Não,Dúvida
,,n3 - contactless,Cartão,Compra,Compra,Contactless,Não,Dúvida
w1 - solicitacao,w2 - cartao de credito fisico,w3 - bloqueio funcao contactless,Cartão,Compra,Compra,Contactless,Não,Dúvida
w1 - duvida,w2 - cartao de credito virtual,w3 - duvida cartao contactless,Cartão,Compra,Compra,Contactless,Não,Dúvida
w1 - problema,w2 - cartao de credito virtual,w3 - erro criar cartao virtual,Cartão,Compra,Compra,Contactless,Não,Problema
w1 - problema,w2 - cartao de credito fisico,w3 - problema cartao contactless,Cartão,Compra,Compra,Contactless,Não,Problema
w1 - duvida,w2 - cartao de credito fisico,w3 - duvida contactless,Cartão,Compra,Compra,Contactless,Não,Dúvida
intent,contactless,wb-co,Cartão,Compra,Compra,Contactless,Não,Dúvida
,,n3 - custódia,Cartão,Ativação,Ativação,Custódia,Não,Reclamação
,,n3 - custodia apos reenvio,Cartão,Ativação,Ativação,Custódia,Não,Reclamação
w1 - solicitacao,w2 - logistica,w3 - custodia cartao,Cartão,Ativação,Ativação,Custódia,Não,Solicitação
w1 - solicitacao,w3 - logistica,w3 - retirar pedido locker,Cartão,Ativação,Ativação,Custódia,Não,Solicitação
,,n3 - bloqueio_prevencao,Cartão,Compra,Compra,Desbloqueio de cartão,Sim,Problema
,,n3 - cartao_desbloqueado,Cartão,Compra,Compra,Desbloqueio de cartão,Não,Dúvida
,,n3 - erro_desbloquear_cartao,Cartão,Compra,Compra,Desbloqueio de cartão,Não,Reclamação
,,n3 - bloqueio_axur,Cartão,Compra,Compra,Desbloqueio de cartão,Sim,Problema
w1 - problema,w2 - cartao de credito fisico,w3 - erro desbloquear cartao,Cartão,Compra,Compra,Desbloqueio de cartão,Não,Problema
w1 - solicitacao,w2 - cartao de credito fisico,w3 - bloqueio ou desbloqueio temporario cartao fisico,Cartão,Compra,Compra,Desbloqueio de cartão,Não,Dúvida
w1 - solicitacao,w2 - cartao de credito fisico,w3 - cartao desbloqueado,Cartão,Compra,Compra,Desbloqueio de cartão,Sim,Dúvida
w1 - solicitacao,w2 - fraude,w3 -  bloqueio prevencao fraude cartao,Cartão,Compra,Compra,Desbloqueio de cartão,Sim,Problema
bot,bot will - desbloqueio de cartão,b3 - como desbloquear cartao,Cartão,Compra,Compra,Desbloqueio de cartão,Não,Dúvida
w1 - solicitacao,w2 - fraude,w3 - desbloqueio de prevencao,Cartão,Compra,Compra,Desbloqueio de cartão,Sim,Problema
bot,,q3 - desbloqueio do cartão,Cartão,Compra,Compra,Desbloqueio de cartão,Não,Dúvida
intent,bloqueio voluntario de cartao,wb-bvc,Cartão,Compra,Compra,Desbloqueio de cartão,Não,Dúvida
intent,desbloqueio de cartao (bloqueio involuntário de cartão),wb-dc,Cartão,Compra,Compra,Desbloqueio de cartão,Não,Dúvida
,,n3 - devolucao_de_cartao,Cartão,Ativação,Ativação,Devolução,Não,Dúvida
w1 - duvida,w2 - logistica,w3 - cartao em devolucao,Cartão,Ativação,Ativação,Devolução,Não,Dúvida
w1 - problema,w2 - logistica,w3 - cartao em devolucao por difícil acesso,Cartão,Ativação,Ativação,Devolução,Não,Solicitação
,,n3 - campanha_marketing,Marketing,Product Marketing,Product Marketing,Dúvidas campanha,Não,Dúvida
,,n3 - mastercard_surpreenda,Marketing,Product Marketing,Product Marketing,Dúvidas campanha,Não,Dúvida
,,n3 - pesquisas_produto,Marketing,Product Marketing,Product Marketing,Dúvidas campanha,Não,Dúvida
,,n3 - notificacao_marketing,Marketing,Product Marketing,Product Marketing,Dúvidas campanha,Não,Dúvida
,,n3 - campanha_dias_das_maes,Marketing,Product Marketing,Product Marketing,Dúvidas campanha,Não,Dúvida
w1 - duvida,w2 - institucional,w3 -  validacao comunicacao marketing,Marketing,Product Marketing,Product Marketing,Dúvidas campanha,Não,Dúvida
w1 - solicitacao,w2 - institucional,w3 - pedido de exclusao de push email marketing,Marketing,Product Marketing,Product Marketing,Dúvidas campanha,Não,Solicitação
w1 - duvida,w2 - institucional,w3 - campanha embaixador will,Marketing,Product Marketing,Product Marketing,Dúvidas campanha,Não,Dúvida
w1 - duvida,w2 - institucional,w3 - campanha de marketing,Marketing,Product Marketing,Product Marketing,Dúvidas campanha,Não,Dúvida
w1 - duvida,w2 - institucional,w3 - campanha will friday,Marketing,Product Marketing,Product Marketing,Dúvidas campanha,Não,Dúvida
w1 - duvida,w2 - institucional,w3 - campanha embaixadores will,Marketing,Product Marketing,Product Marketing,Dúvidas campanha,Não,Dúvida
,,n3 - campanha_360,Marketing,Product Marketing,Product Marketing,Dúvidas campanha,Não,Dúvida
,,w3 - investimento que vira limite,Marketing,Product Marketing,Product Marketing,Dúvidas campanha,Não,Dúvida
,,n3 - motivo mudanca marca,Conta,Acquisition,Acquisition,Dúvidas Conta,Não,Dúvida
,,n3 - rejeita_solucao,Conta,Acquisition,Acquisition,Dúvidas Conta,Sim,Problema
,,n3 - dados_bancarios,Conta,Acquisition,Acquisition,Dúvidas Conta,Não,Dúvida
,,n3 - fim do pag,Conta,Acquisition,Acquisition,Dúvidas Conta,Não,Dúvida
,,n3 - portabilidade_salario,Conta,Acquisition,Acquisition,Dúvidas Conta,Não,Dúvida
,,n3 - dados_timeline,Conta,Acquisition,Acquisition,Dúvidas Conta,Não,Dúvida
,,n3 - puro_debito,Conta,Acquisition,Acquisition,Dúvidas Conta,Não,Dúvida
,,n3 - relacao pag will,Conta,Acquisition,Acquisition,Dúvidas Conta,Não,Dúvida
,,n3 - saldo_conta_negativo,Conta,Acquisition,Acquisition,Dúvidas Conta,Não,Reclamação
,,n3 - compra_debito_nao_consta_na_timeline,Conta,Acquisition,Acquisition,Dúvidas Conta,Não,Dúvida
,,n3 - pessoa_juridica,Conta,Acquisition,Acquisition,Dúvidas Conta,Não,Dúvida
,,n3 - razao_social,Conta,Acquisition,Acquisition,Dúvidas Conta,Não,Dúvida
w1 - duvida,w2 - conta pura,w3 - duvidas conta pura,Conta,Acquisition,Acquisition,Dúvidas Conta,Não,Dúvida
w1 - duvida,w2 - ted,w3 - portabilidade de salario,Conta,Acquisition,Acquisition,Dúvidas Conta,Não,Dúvida
w1 - duvida,w2 - acesso,w3 - quais as tarifas e encargos para conta,Conta,Acquisition,Acquisition,Dúvidas Conta,Não,Dúvida
w1 - duvida,w2 - ted,w3 - quais os meus dados bancarios,Conta,Acquisition,Acquisition,Dúvidas Conta,Não,Dúvida
w1 - duvida,w2 - cartao debito,w3 - quais as tarifas e encargos para debito,Conta,Acquisition,Acquisition,Dúvidas Conta,Não,Dúvida
w1- duvida,w2 - conta pura,w3 - quais as tarifas e encargos da conta pura,Conta,Acquisition,Acquisition,Dúvidas Conta,Não,Dúvida
w1 - problema,w2 - conta pura,w3 - erro criacao de conta clientes conta pura,Conta,Acquisition,Acquisition,Dúvidas Conta,Não,Reclamação
w1 - duvida,w2 - novas funcionalidades,w3 - conta,Conta,Acquisition,Acquisition,Dúvidas Conta,Não,Dúvida
w1 - solicitacao,w2 - acesso,w3 - quero incluir dependente na conta,Conta,Acquisition,Acquisition,Dúvidas Conta,Não,Dúvida
w1 - problema,w2 - acesso,w3 - erro app acessar conta apos migracao,Conta,Acquisition,Acquisition,Dúvidas Conta,Não,Problema
w1 - duvida,w2 - proposta,w3 - duvida menor de idade quer conta will,Conta,Acquisition,Acquisition,Dúvidas Conta,Não,Dúvida
w1 - duvida,w2 - acesso,w3 - qual o tipo da conta,Conta,Acquisition,Acquisition,Dúvidas Conta,Não,Dúvida
w1 - duvida,w2 - migracao pag will,w3 - relacao pag will,Conta,Acquisition,Acquisition,Dúvidas Conta,Não,Dúvida
w1 - duvida,w2 - migracao pag will,w3 - limite entre cartoes pag will,Conta,Acquisition,Acquisition,Dúvidas Conta,Não,Solicitação
w1 - reclamacao,w2 - migracao pag will,w3 - cliente insatisfeito com a migracao,Conta,Acquisition,Acquisition,Dúvidas Conta,Não,Reclamação
,,w3 - resultado analise de cartao debito,Conta,Acquisition,Acquisition,Dúvidas Conta,Não,Solicitação
w1 - duvida,w2 - migracao pag will,w3 - fim do pag,Conta,Acquisition,Acquisition,Dúvidas Conta,Não,Dúvida
w1 - duvida,w2 - migracao pag will,w3 - motivo mudanca marca,Conta,Acquisition,Acquisition,Dúvidas Conta,Não,Dúvida
w1 - duvida,w2 - migracao pag will,w3 - motivo mudanca marca pag will,Conta,Acquisition,Acquisition,Dúvidas Conta,Não,Dúvida
w1 - problema,w2 - conta pura,w3 - erro criação de conta clientes conta pura,Conta,Acquisition,Acquisition,Dúvidas Conta,Não,Problema
,,w3 - resultado analise de migracao pag will,Conta,Acquisition,Acquisition,Dúvidas Conta,Não,Solicitação
,,w3 - resultado analise de rendimento conta,Conta,Acquisition,Acquisition,Dúvidas Conta,Não,Solicitação
bot,bot will - migração,b3 - duvida app antigo,Conta,Acquisition,Acquisition,Dúvidas Conta,Não,Dúvida
bot,bot will - conta pura (3),b3 - duvida conta digital,Conta,Acquisition,Acquisition,Dúvidas Conta,Não,Dúvida
w1 - duvida,w2 - cartao debito,w3 - puro debito,Conta,Acquisition,Acquisition,Dúvidas Conta,Não,Dúvida
w1 - duvida,w2 - novas funcionalidades,w3 - quando tera conta digital,Conta,Acquisition,Acquisition,Dúvidas Conta,Não,Dúvida
,,n3 - teste_puro_debito,Conta,Acquisition,Acquisition,Dúvidas Conta,Não,Dúvida
,,n3 - migracao pag will,Conta,Acquisition,Acquisition,Dúvidas Conta,Não,Solicitação
bot,,q3 - conta pura,Conta,Acquisition,Acquisition,Dúvidas Conta,Não,Dúvida
,,w3 - conta simples,Conta,Acquisition,Acquisition,Dúvidas Conta,Não,Dúvida
,,w3 - conta simples | como obter credito,Conta,Acquisition,Acquisition,Dúvidas Conta,Não,Dúvida
,,w3 - conta simples | quero cancelar,Conta,Acquisition,Acquisition,Dúvidas Conta,Não,Reclamação
,,w3 - conta simples | como obter cartao de debito,Conta,Acquisition,Acquisition,Dúvidas Conta,Não,Solicitação
,,w3 - conta simples | erro entrega do cartão debito,Conta,Acquisition,Acquisition,Dúvidas Conta,Não,Dúvida
,,w3 - conta simples | tarifas e encargos cartao debito,Conta,Acquisition,Acquisition,Dúvidas Conta,Não,Dúvida
,,w3 - compra nao autorizada debito fisica,Conta,Acquisition,Acquisition,Dúvidas Conta,Não,Reclamação
,,w3 - usar debito online,Conta,Acquisition,Acquisition,Dúvidas Conta,Não,Dúvida
intent,cartao de debito,wb-cd,Conta,Acquisition,Acquisition,Dúvidas Conta,Não,Solicitação
