ferramenta,taxa_abertura,flag_cobranca,flag_emoji,flag_exclamacao,flag_dinheiro,flag_fatura,flag_limite,flag_cashback,flag_nome,n_palavras,sentiment,sentimento,adjective,adposition,adverb,auxiliary,coordinating conjunction,determiner,interjection,noun,numeral,other,pronoun,proper noun,punctuation,space,subordinating conjunction,symbol,verb,cluster_hero,cluster_dbscan,cluster_dbscan_tsne,ano,dia,mes,dia_semana,hora
Infobip,0.24203389830508473,0,1,0,0,0,0,0,0,10,0.0,bom,95.0,0.0,0.0,0.0,0.0,0.0,0.0,190.0,0.0,95.0,95.0,190.0,475.0,0.0,0.0,0.0,190.0,2,4,17,2023,5,4,Wednesday,17
Infobip,0.20503299922645205,0,0,1,0,0,0,0,0,6,0.0,neutro,4.0,4.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0,0,5,2023,16,3,Thursday,11
Salesforce,0.1900867194524203,1,1,1,0,0,0,0,0,6,0.0,neutro,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,8,0,6,2022,9,12,Friday,14
Infobip,0.25864381276373033,0,1,0,0,0,0,0,0,10,0.0,bom,95.0,0.0,0.0,0.0,0.0,0.0,0.0,190.0,0.0,95.0,95.0,190.0,475.0,0.0,0.0,0.0,190.0,2,4,17,2023,14,4,Friday,17
Infobip,0.10296902235022175,1,0,1,0,0,0,0,0,3,0.0,neutro,0.0,0.0,4.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0,0,12,2023,26,5,Friday,18
Infobip,0.09257752515413353,1,0,1,0,0,0,0,0,5,0.0,ruim,0.0,0.0,14.0,0.0,0.0,14.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,28.0,0,0,8,2023,20,6,Tuesday,17
Salesforce,0.18112539064458447,1,0,0,0,0,0,0,0,5,0.0,bom,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,12.0,12,0,3,2022,28,10,Friday,8
Salesforce,0.19768597277064182,0,0,0,0,0,0,0,0,5,0.1779,neutro,5.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,10.0,0,0,4,2023,6,1,Friday,18
Infobip,0.17936557004964285,0,1,0,0,0,0,0,0,6,0.2023,neutro,4.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,2.0,12,0,3,2023,5,4,Wednesday,14
Infobip,0.08657335994918791,1,1,1,0,0,0,0,0,4,0.0,neutro,4.0,0.0,0.0,4.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,12,0,3,2023,23,5,Tuesday,17
Salesforce,0.19078069902983574,1,0,1,0,0,0,0,0,6,-296,neutro,0.0,9.0,0.0,0.0,0.0,0.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.0,12,0,3,2023,23,1,Monday,9
Infobip,0.21208550021083133,0,0,0,0,1,0,0,0,5,0.0,neutro,2.0,2.0,0.0,0.0,0.0,2.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0,0,8,2023,6,4,Thursday,12
Salesforce,0.17494205619497813,1,0,0,0,0,0,0,0,2,0.0,neutro,0.0,0.0,0.0,27.0,0.0,0.0,0.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,0,0,19,2023,17,6,Saturday,11
Salesforce,0.18836378862445485,1,0,0,0,0,0,0,0,2,0.0,neutro,0.0,0.0,0.0,27.0,0.0,0.0,0.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,0,0,19,2023,20,5,Saturday,11
Infobip,0.27377668378389847,0,1,0,0,0,0,0,0,10,0.0,bom,95.0,0.0,0.0,0.0,0.0,0.0,0.0,190.0,0.0,95.0,95.0,190.0,475.0,0.0,0.0,0.0,190.0,2,4,17,2023,1,3,Wednesday,17
Infobip,0.475377067054334,0,0,0,0,0,0,0,0,7,0.0,neutro,0.0,165.0,0.0,0.0,0.0,0.0,0.0,165.0,165.0,0.0,330.0,0.0,165.0,165.0,0.0,0.0,165.0,1,5,20,2023,5,6,Monday,15
Salesforce,0.1607652818676489,1,0,0,0,0,0,0,0,3,0.0,neutro,3.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,6,0,6,2023,18,4,Tuesday,19
Salesforce,0.18160613128957015,1,0,0,0,0,0,0,0,2,0.0,neutro,0.0,0.0,0.0,27.0,0.0,0.0,0.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,0,0,19,2023,20,6,Tuesday,11
Infobip,0.08703089680146181,1,0,0,0,0,0,0,0,5,0.0,neutro,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,3.0,3.0,0.0,0.0,3.0,0.0,0.0,3.0,0,0,5,2023,20,5,Saturday,8
Infobip,0.2837161866835025,0,1,0,0,0,0,0,0,10,0.0,bom,95.0,0.0,0.0,0.0,0.0,0.0,0.0,190.0,0.0,95.0,95.0,190.0,475.0,0.0,0.0,0.0,190.0,2,4,17,2023,7,3,Tuesday,17
Infobip,0.24055944055944056,0,1,0,0,0,0,0,0,10,0.0,bom,95.0,0.0,0.0,0.0,0.0,0.0,0.0,190.0,0.0,95.0,95.0,190.0,475.0,0.0,0.0,0.0,190.0,2,4,17,2023,5,7,Wednesday,17
Salesforce,0.16667350856646101,1,0,0,0,0,0,0,0,2,0.0,neutro,0.0,0.0,0.0,27.0,0.0,0.0,0.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,0,0,19,2023,29,6,Thursday,18
Salesforce,0.19518200967158156,1,0,1,0,0,0,0,0,5,-296,neutro,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0,0,5,2022,24,9,Saturday,8
Salesforce,0.194326160975403,1,0,0,0,0,0,0,0,2,0.0,neutro,0.0,0.0,0.0,27.0,0.0,0.0,0.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,0,0,19,2023,1,6,Thursday,18
Infobip,0.22257906071711944,1,0,1,0,0,0,0,0,5,0.0,ruim,0.0,0.0,14.0,0.0,0.0,14.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,28.0,0,0,8,2023,25,4,Tuesday,14
Infobip,0.35413300186451213,0,1,0,0,0,1,0,0,5,0.0,neutro,42.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,0.0,0.0,0.0,21.0,0.0,0.0,0.0,0.0,42.0,14,0,7,2023,5,4,Wednesday,17
Infobip,0.24445518825164683,0,1,0,0,0,0,0,0,10,0.0,bom,95.0,0.0,0.0,0.0,0.0,0.0,0.0,190.0,0.0,95.0,95.0,190.0,475.0,0.0,0.0,0.0,190.0,2,4,17,2023,16,6,Friday,17
Salesforce,0.2019556093371305,1,0,0,0,0,0,0,0,2,0.0,neutro,0.0,0.0,0.0,27.0,0.0,0.0,0.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,0,0,19,2023,27,5,Saturday,16
Infobip,0.07518446134685237,1,0,0,0,0,0,0,0,5,0.0,neutro,2.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,4.0,0,0,12,2023,11,5,Thursday,19
Infobip,0.08010841433840761,1,0,0,0,0,0,0,0,3,0.0,neutro,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0,0,10,2023,22,4,Saturday,12
Salesforce,0.17511361489274954,1,0,0,0,0,0,0,0,2,0.0,neutro,0.0,0.0,0.0,27.0,0.0,0.0,0.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,0,0,19,2023,24,6,Saturday,11
Salesforce,0.20511080684833577,1,1,0,0,0,0,0,0,7,0.0,neutro,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2.0,5,0,7,2022,8,11,Tuesday,8
Salesforce,0.19843634068282742,1,0,1,0,0,0,0,0,5,0.0,bom,0.0,0.0,0.0,0.0,0.0,3.0,0.0,6.0,0.0,0.0,3.0,0.0,0.0,3.0,0.0,0.0,0.0,0,0,2,2022,9,9,Friday,10
Salesforce,0.19886776206296067,0,0,0,0,0,0,0,0,4,0.0,neutro,0.0,22.0,0.0,0.0,0.0,0.0,0.0,44.0,0.0,0.0,0.0,0.0,0.0,22.0,0.0,0.0,0.0,11,0,16,2023,20,3,Monday,18
Infobip,0.4828080229226361,0,0,0,0,0,0,0,0,7,0.0,neutro,0.0,165.0,0.0,0.0,0.0,0.0,0.0,165.0,165.0,0.0,330.0,0.0,165.0,165.0,0.0,0.0,165.0,1,5,20,2023,2,6,Friday,13
Salesforce,0.20373741194269773,1,0,0,0,0,0,0,0,4,0.0,neutro,0.0,2.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,6,0,6,2022,31,10,Monday,8
Infobip,0.08384033661227043,1,0,1,0,0,0,0,0,5,0.0,ruim,0.0,0.0,14.0,0.0,0.0,14.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,28.0,0,0,8,2023,26,6,Monday,11
Salesforce,0.34654300747031425,0,0,0,0,0,0,0,0,6,0.0,neutro,3.0,3.0,0.0,0.0,0.0,3.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0,0,14,2022,8,12,Thursday,20
Infobip,0.2348697784289687,0,0,0,0,0,1,0,0,5,0.0,bom,0.0,2.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,2.0,8,0,6,2023,17,4,Monday,18
Salesforce,0.1285669814257549,1,0,1,0,0,0,0,0,4,0.0,neutro,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,6.0,0,0,2,2023,12,4,Wednesday,21
Infobip,0.22512660898923822,0,1,0,0,0,0,0,0,10,0.0,bom,95.0,0.0,0.0,0.0,0.0,0.0,0.0,190.0,0.0,95.0,95.0,190.0,475.0,0.0,0.0,0.0,190.0,2,4,17,2023,23,6,Friday,17
Infobip,0.14571216433609702,1,0,1,0,1,0,0,0,7,0.0,ruim,0.0,0.0,0.0,4.0,0.0,4.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,4.0,13,3,9,2023,4,3,Saturday,10
Infobip,0.23472658889447687,0,0,0,0,0,0,1,0,5,0.0,neutro,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0,0,4,2023,22,6,Thursday,16
Infobip,0.25922838219628547,0,1,0,0,0,0,0,0,10,0.0,bom,95.0,0.0,0.0,0.0,0.0,0.0,0.0,190.0,0.0,95.0,95.0,190.0,475.0,0.0,0.0,0.0,190.0,2,4,17,2023,15,5,Monday,17
Infobip,0.21111545752715674,0,1,0,0,0,0,0,0,10,0.0,bom,95.0,0.0,0.0,0.0,0.0,0.0,0.0,190.0,0.0,95.0,95.0,190.0,475.0,0.0,0.0,0.0,190.0,2,4,17,2023,6,4,Thursday,17
Infobip,0.2708626018544535,0,1,0,0,0,0,0,0,10,0.0,bom,95.0,0.0,0.0,0.0,0.0,0.0,0.0,190.0,0.0,95.0,95.0,190.0,475.0,0.0,0.0,0.0,190.0,2,4,17,2023,18,4,Tuesday,17
Infobip,0.08693176693424731,1,0,1,0,0,0,0,0,5,0.0,ruim,0.0,0.0,14.0,0.0,0.0,14.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,28.0,0,0,8,2023,1,7,Saturday,8
Salesforce,0.23540636085902988,0,0,1,0,0,0,0,0,2,0.0,neutro,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,0,0,2,2023,17,7,Monday,18
Salesforce,0.14357266029158175,0,0,0,0,0,0,0,0,3,0.0,neutro,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0,0,5,2023,24,5,Wednesday,15
Infobip,0.19771512560128274,0,0,1,0,0,0,0,0,3,0.0,neutro,3.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0,0,5,2023,5,4,Wednesday,10
Infobip,0.2448450425978516,0,1,0,0,0,0,0,0,10,0.0,bom,95.0,0.0,0.0,0.0,0.0,0.0,0.0,190.0,0.0,95.0,95.0,190.0,475.0,0.0,0.0,0.0,190.0,2,4,17,2023,1,6,Thursday,17
Salesforce,0.20102906175140764,0,0,0,0,0,1,0,0,5,0.0,bom,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,0.0,0.0,0.0,0.0,0.0,26.0,0.0,0.0,26.0,12,0,3,2023,1,6,Thursday,18
Infobip,0.21572582930063353,0,0,0,0,0,0,0,0,6,0.0,neutro,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,4.0,0,0,12,2023,17,3,Friday,12
Salesforce,0.19502439024390245,1,0,0,0,0,0,0,0,4,0.0,neutro,0.0,2.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,6,0,6,2022,1,11,Tuesday,8
Infobip,0.24771416039677452,0,1,0,0,0,0,0,0,10,0.0,bom,95.0,0.0,0.0,0.0,0.0,0.0,0.0,190.0,0.0,95.0,95.0,190.0,475.0,0.0,0.0,0.0,190.0,2,4,17,2023,17,3,Friday,18
Salesforce,0.10272039358371511,1,0,0,0,0,0,0,0,5,0.0,neutro,1.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,0,4,2023,8,5,Monday,19
Infobip,0.20457172901562445,0,0,1,0,0,0,0,0,7,0.0,ruim,0.0,0.0,0.0,0.0,1.0,1.0,0.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0,0,5,2023,27,4,Thursday,14
Infobip,0.2159355080614923,1,0,0,0,0,0,0,0,6,0.0,neutro,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,1.0,0,0,2,2023,25,4,Tuesday,12
Salesforce,0.18323920935861235,1,0,0,0,0,0,0,0,6,0.0,neutro,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0,0,2,2022,22,10,Saturday,12
Salesforce,0.20691176007308698,1,0,1,0,0,0,0,0,6,-296,neutro,0.0,9.0,0.0,0.0,0.0,0.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.0,12,0,3,2023,12,1,Thursday,11
Infobip,0.23547775671758278,0,1,0,0,0,0,0,0,10,0.0,bom,95.0,0.0,0.0,0.0,0.0,0.0,0.0,190.0,0.0,95.0,95.0,190.0,475.0,0.0,0.0,0.0,190.0,2,4,17,2023,2,6,Friday,17
Salesforce,0.4040257253669792,0,0,0,0,0,1,0,0,6,0.0,bom,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,4.0,0.0,0.0,0.0,0.0,4.0,12,0,3,2022,3,11,Thursday,17
Infobip,0.08693929125265637,1,0,1,0,0,0,0,0,5,0.0,ruim,0.0,0.0,14.0,0.0,0.0,14.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,28.0,0,0,8,2023,19,6,Monday,8
Infobip,0.2532655226665691,0,1,0,0,0,0,0,0,10,0.0,bom,95.0,0.0,0.0,0.0,0.0,0.0,0.0,190.0,0.0,95.0,95.0,190.0,475.0,0.0,0.0,0.0,190.0,2,4,17,2023,21,6,Wednesday,17
Salesforce,0.1547507951786037,0,0,1,0,0,0,0,0,8,0.0,ruim,0.0,5.0,10.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,5.0,0.0,0.0,5.0,0.0,0.0,10.0,0,0,5,2023,12,7,Wednesday,13
Infobip,0.19130786276788486,0,1,0,0,0,0,0,0,8,0.0,neutro,5.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,5.0,0.0,0.0,5.0,0.0,0.0,20.0,6,0,6,2023,28,6,Wednesday,17
Infobip,0.08887140261754053,1,0,0,0,0,0,0,0,4,0.0,neutro,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,8.0,0,0,2,2023,17,6,Saturday,8
Infobip,0.21604379229887263,0,0,0,0,0,0,0,0,3,0.0,neutro,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0,0,14,2023,22,6,Thursday,18
Infobip,0.1913125488399666,0,0,1,0,1,0,0,0,7,0.2023,neutro,0.0,2.0,2.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,11,0,13,2023,26,3,Sunday,10
Infobip,0.08360111309385938,1,1,0,0,0,0,0,0,7,0.0,neutro,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,11.0,0.0,22.0,0.0,0.0,44.0,6,0,6,2023,21,2,Tuesday,10
Salesforce,0.2033134227431534,1,0,0,0,0,0,0,0,2,0.0,neutro,0.0,0.0,0.0,3.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0,0,1,2023,23,5,Tuesday,15
Infobip,0.26520505793547766,0,1,0,0,0,0,0,0,10,0.0,bom,95.0,0.0,0.0,0.0,0.0,0.0,0.0,190.0,0.0,95.0,95.0,190.0,475.0,0.0,0.0,0.0,190.0,2,4,17,2023,30,5,Tuesday,17
Salesforce,0.18672484904716688,1,1,1,0,0,0,0,0,7,0.0,neutro,1.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,2.0,12,0,3,2022,8,12,Thursday,11
Infobip,0.2638901395767672,0,1,0,0,0,0,0,0,10,0.0,bom,95.0,0.0,0.0,0.0,0.0,0.0,0.0,190.0,0.0,95.0,95.0,190.0,475.0,0.0,0.0,0.0,190.0,2,4,17,2023,21,3,Tuesday,17
Infobip,0.24412470023980815,0,1,0,0,0,0,0,0,10,0.0,bom,95.0,0.0,0.0,0.0,0.0,0.0,0.0,190.0,0.0,95.0,95.0,190.0,475.0,0.0,0.0,0.0,190.0,2,4,17,2023,19,4,Wednesday,17
Infobip,0.3646150721105017,0,1,0,0,0,1,0,0,5,0.0,neutro,42.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,0.0,0.0,0.0,21.0,0.0,0.0,0.0,0.0,42.0,14,0,7,2023,4,5,Thursday,17
Infobip,0.24147117296222664,0,1,0,0,0,0,0,0,10,0.0,bom,95.0,0.0,0.0,0.0,0.0,0.0,0.0,190.0,0.0,95.0,95.0,190.0,475.0,0.0,0.0,0.0,190.0,2,4,17,2023,17,5,Wednesday,17
Salesforce,0.1302933990465056,1,1,0,0,0,0,0,0,5,-296,neutro,38.0,19.0,0.0,0.0,0.0,0.0,0.0,38.0,0.0,0.0,0.0,19.0,0.0,0.0,0.0,0.0,0.0,6,0,6,2023,30,5,Tuesday,18
Infobip,0.1710155237683884,1,0,0,0,0,0,0,0,5,0.25,neutro,2.0,0.0,0.0,0.0,0.0,2.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,12,0,3,2023,26,4,Wednesday,15
Infobip,0.09202189120960551,1,0,1,0,0,0,0,0,9,0.0,bom,0.0,6.0,6.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,6.0,0.0,6.0,0.0,0.0,18.0,0,0,5,2023,28,2,Tuesday,13
Infobip,0.22865912859041956,0,0,0,0,0,0,0,0,4,0.0,neutro,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,2.0,0,0,12,2023,12,4,Wednesday,14
Salesforce,0.10872271636379129,1,1,0,0,0,0,0,0,5,0.0,neutro,0.0,0.0,3.0,3.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,0.0,3.0,6,0,6,2023,3,7,Monday,17
Infobip,0.21115096481271284,0,0,1,0,0,0,0,0,4,0.0,neutro,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0,0,0,15,2023,12,3,Sunday,18
Infobip,0.2083105721257147,0,0,1,0,0,0,0,0,6,0.0,neutro,4.0,4.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,6,0,6,2023,26,3,Sunday,18
Infobip,0.2244241131161176,0,1,0,0,0,0,0,0,10,0.0,bom,95.0,0.0,0.0,0.0,0.0,0.0,0.0,190.0,0.0,95.0,95.0,190.0,475.0,0.0,0.0,0.0,190.0,2,4,17,2023,22,6,Thursday,17
Infobip,0.25876705631361396,0,1,0,0,0,0,0,0,10,0.0,bom,95.0,0.0,0.0,0.0,0.0,0.0,0.0,190.0,0.0,95.0,95.0,190.0,475.0,0.0,0.0,0.0,190.0,2,4,17,2023,27,6,Tuesday,17
Infobip,0.16300835355797208,1,0,0,0,0,0,0,0,3,0.0,ruim,17.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,0,0,12,2023,5,6,Monday,18
Salesforce,0.17945450414406938,1,0,0,0,0,0,0,0,2,0.0,neutro,0.0,0.0,0.0,27.0,0.0,0.0,0.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,0,0,19,2023,22,6,Thursday,18
Salesforce,0.14965766586131857,0,0,1,0,0,0,0,0,8,0.0,ruim,0.0,5.0,10.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,5.0,0.0,0.0,5.0,0.0,0.0,10.0,0,0,5,2023,12,7,Wednesday,13
Salesforce,0.5195879596944997,0,0,0,0,0,1,0,0,4,0.0,neutro,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0,0.0,25.0,12,0,11,2023,14,3,Tuesday,18
Salesforce,0.1838145785655159,1,1,0,0,1,1,0,0,9,0.0,neutro,4.0,2.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,4.0,0.0,2.0,0.0,0.0,2.0,5,0,7,2023,21,7,Friday,15
Infobip,0.18974277849843388,0,0,0,0,1,0,0,0,7,0.0,neutro,0.0,2.0,2.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,6.0,0,0,12,2023,26,3,Sunday,10
Infobip,0.20552275370008694,0,0,0,0,1,0,0,0,8,-296,neutro,0.0,2.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,6.0,0,0,2,2023,23,3,Thursday,10
Infobip,0.06551529176637652,1,0,0,0,0,0,0,0,2,0.0,neutro,44.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,18,2023,22,7,Saturday,18
Salesforce,0.1347356699467707,1,1,0,0,0,0,0,0,5,-296,neutro,38.0,19.0,0.0,0.0,0.0,0.0,0.0,38.0,0.0,0.0,0.0,19.0,0.0,0.0,0.0,0.0,0.0,6,0,6,2023,27,6,Tuesday,13
Infobip,0.22830086845591482,0,0,1,0,0,0,0,0,4,0.0,neutro,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0,0,0,15,2023,21,5,Sunday,18
Salesforce,0.3152465274957355,0,0,1,0,0,1,0,0,3,0.0,neutro,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,12,0,3,2023,23,5,Tuesday,19
Salesforce,0.36590332324005537,0,0,0,0,0,0,0,0,7,0.0,neutro,0.0,8.0,8.0,0.0,0.0,8.0,0.0,16.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,0,0,2,2023,24,2,Friday,18
Infobip,0.05708549062073477,1,0,0,0,0,0,0,0,5,0.0,neutro,2.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,4.0,0,0,2,2023,28,4,Friday,15
Salesforce,0.19621160196897003,1,0,0,0,0,0,0,0,5,0.0,neutro,3.0,0.0,3.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,3.0,6,0,6,2022,29,12,Thursday,9
Salesforce,0.14428852098547323,0,0,0,0,0,0,0,0,4,0.0,bom,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0,0,15,2023,19,5,Friday,18
Salesforce,0.21234566104728575,0,0,1,0,0,0,0,0,4,-296,neutro,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,10,2023,20,6,Tuesday,18
Infobip,0.3303260045489007,0,1,1,0,0,1,0,0,9,0.0,neutro,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,4.0,8,0,7,2023,12,4,Wednesday,16
Salesforce,0.10783001556434373,1,0,0,0,0,0,0,0,4,0.0,neutro,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,6.0,0,0,2,2023,3,5,Wednesday,15
Infobip,0.2121933038334047,0,0,0,0,1,0,0,0,4,0.0,neutro,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,4.0,0,0,2,2023,6,4,Thursday,12
Infobip,0.2005235161480355,0,1,0,0,0,0,0,0,7,0.1779,neutro,2.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,6.0,0.0,4.0,0.0,0.0,0.0,12,0,3,2023,8,5,Monday,17
Infobip,0.08221515732385806,1,0,1,0,0,0,0,0,5,0.0,ruim,0.0,0.0,14.0,0.0,0.0,14.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,28.0,0,0,8,2023,17,7,Monday,9
