ferramenta,taxa_abertura,flag_cobranca,flag_emoji,flag_exclamacao,flag_dinheiro,flag_fatura,flag_limite,flag_cashback,flag_nome,n_palavras,sentiment,sentimento,adjective,adposition,adverb,auxiliary,coordinating conjunction,determiner,interjection,noun,numeral,other,pronoun,proper noun,punctuation,space,subordinating conjunction,symbol,verb,cluster_hero,cluster_dbscan,cluster_dbscan_tsne,ano,dia,mes,dia_semana,hora
Salesforce,0.2368932668005962,0,0,1,0,0,0,0,0,4,0.0516,neutro,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0,0,4,2023,10,7,Monday,11
Infobip,0.1968763623268068,0,0,1,0,0,0,0,0,9,0.0,neutro,0.0,0.0,0.0,0.0,0.0,8.0,0.0,8.0,0.0,0.0,8.0,8.0,0.0,16.0,0.0,0.0,32.0,0,0,5,2023,27,2,Monday,12
Infobip,0.19904660406705454,0,1,1,0,0,0,0,0,5,0.0,neutro,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,12,0,3,2023,15,3,Wednesday,18
Infobip,0.26409263666394345,0,0,0,0,0,1,0,0,4,0.0,neutro,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0,0.0,25.0,12,0,11,2023,17,4,Monday,18
Infobip,0.19554941845026289,0,0,0,0,0,0,0,0,2,0.0,neutro,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,0.0,0.0,0.0,0.0,0.0,19.0,0.0,0.0,19.0,0,0,8,2023,13,7,Thursday,10
Infobip,0.11164696611505122,1,0,0,0,0,0,0,0,6,0.0,neutro,0.0,4.0,0.0,0.0,0.0,4.0,0.0,8.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,8.0,0,0,12,2023,27,4,Thursday,10
Salesforce,0.15466439004130228,1,1,0,0,0,0,0,0,6,0.0,neutro,2.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,6.0,8,0,6,2023,1,3,Wednesday,12
Infobip,0.12444466383650904,1,0,1,0,0,0,0,0,8,0.0,bom,0.0,17.0,0.0,0.0,0.0,0.0,0.0,51.0,0.0,0.0,34.0,0.0,0.0,0.0,0.0,0.0,51.0,13,3,9,2023,15,5,Monday,18
Salesforce,0.30502054442732407,0,0,1,0,0,1,0,0,7,-296,neutro,0.0,6.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,6.0,12,0,3,2022,22,12,Thursday,12
Infobip,0.21106296973144373,0,1,0,0,0,0,0,0,5,0.0,neutro,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,12,0,3,2023,10,5,Wednesday,18
Salesforce,0.08562699748025665,1,0,1,0,0,0,0,0,8,0.0,neutro,21.0,0.0,0.0,0.0,0.0,42.0,0.0,42.0,0.0,0.0,0.0,0.0,0.0,21.0,0.0,0.0,63.0,0,0,13,2023,10,6,Saturday,9
Infobip,0.35628019323671495,0,0,0,0,0,0,0,0,7,0.0,neutro,0.0,165.0,0.0,0.0,0.0,0.0,0.0,165.0,165.0,0.0,330.0,0.0,165.0,165.0,0.0,0.0,165.0,1,5,20,2023,24,4,Monday,13
Infobip,0.4007155635062612,0,0,0,0,0,0,0,0,7,0.0,neutro,0.0,165.0,0.0,0.0,0.0,0.0,0.0,165.0,165.0,0.0,330.0,0.0,165.0,165.0,0.0,0.0,165.0,1,5,20,2023,9,5,Tuesday,13
Salesforce,0.08854645952496948,1,0,1,0,0,0,0,0,8,0.0,neutro,21.0,0.0,0.0,0.0,0.0,42.0,0.0,42.0,0.0,0.0,0.0,0.0,0.0,21.0,0.0,0.0,63.0,0,0,13,2023,9,6,Friday,18
Salesforce,0.3210813523176316,0,0,0,0,0,0,0,0,3,0.0,neutro,4.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0,0,14,2023,16,3,Thursday,11
Salesforce,0.20227985367128298,1,1,1,0,0,1,0,0,9,0.0,neutro,9.0,9.0,9.0,0.0,0.0,0.0,0.0,27.0,0.0,0.0,9.0,0.0,0.0,9.0,0.0,0.0,18.0,5,0,7,2023,8,6,Thursday,10
Salesforce,0.16699462357261277,0,0,1,0,0,0,0,0,2,0.0,bom,2.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,14,2023,20,6,Tuesday,19
Infobip,0.36500470366886173,0,0,0,0,0,0,0,0,7,0.0,neutro,0.0,165.0,0.0,0.0,0.0,0.0,0.0,165.0,165.0,0.0,330.0,0.0,165.0,165.0,0.0,0.0,165.0,1,5,20,2023,25,4,Tuesday,13
Infobip,0.1879851075913422,0,0,0,0,0,0,0,0,3,0.0,neutro,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,0,0,1,2023,12,7,Wednesday,10
Salesforce,0.23296748809277282,0,1,0,0,0,1,0,0,3,0.0,neutro,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,8,0,6,2023,14,5,Sunday,19
Infobip,0.18396160801224093,1,0,0,0,0,0,0,0,9,0.0,neutro,4.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,8.0,12,0,3,2023,27,2,Monday,15
Salesforce,0.2949334156451186,0,0,0,0,0,1,0,0,3,0.0,neutro,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,9.0,0.0,0.0,9.0,0.0,9.0,0.0,10,2,9,2023,28,5,Sunday,18
Salesforce,0.11748900249673047,1,1,0,0,0,0,0,0,5,-296,neutro,38.0,19.0,0.0,0.0,0.0,0.0,0.0,38.0,0.0,0.0,0.0,19.0,0.0,0.0,0.0,0.0,0.0,6,0,6,2023,4,7,Tuesday,10
Infobip,0.2226374799786439,0,0,0,0,0,0,0,0,4,0.0,neutro,0.0,22.0,0.0,0.0,0.0,0.0,0.0,44.0,0.0,0.0,0.0,0.0,0.0,22.0,0.0,0.0,0.0,11,0,16,2023,21,4,Friday,18
Salesforce,0.12138810198300283,0,1,0,0,0,0,0,0,8,0.0,neutro,0.0,10.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,5.0,0.0,0.0,5.0,0.0,0.0,10.0,6,0,6,2023,19,7,Wednesday,13
Salesforce,0.15624926319760452,0,0,0,0,0,1,0,0,3,0.0,neutro,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,12,0,3,2023,21,7,Friday,9
Salesforce,0.12287312362108789,0,1,0,0,0,0,0,0,8,0.0,neutro,0.0,10.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,5.0,0.0,0.0,5.0,0.0,0.0,10.0,6,0,6,2023,19,7,Wednesday,13
Salesforce,0.14910678614234346,1,0,0,0,0,0,0,0,3,0.0,neutro,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,6,0,6,2022,27,10,Thursday,12
Infobip,0.18697888512129998,0,0,0,0,0,0,0,0,2,0.0,neutro,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,0.0,0.0,0.0,0.0,0.0,19.0,0.0,0.0,19.0,0,0,8,2023,8,6,Thursday,10
Salesforce,0.20323054331864904,1,0,0,0,0,0,0,0,2,0.0,neutro,0.0,0.0,0.0,3.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0,0,1,2023,25,5,Thursday,16
Infobip,0.2626722121133351,0,0,0,0,0,0,0,0,1,0.0,neutro,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0,0,4,2023,12,4,Wednesday,14
Salesforce,0.12074253885815363,0,1,0,0,0,0,0,0,8,0.0,neutro,0.0,10.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,5.0,0.0,0.0,5.0,0.0,0.0,10.0,6,0,6,2023,19,7,Wednesday,13
Salesforce,0.11020217301609132,1,0,1,0,0,0,0,0,8,0.0,neutro,21.0,0.0,0.0,0.0,0.0,42.0,0.0,42.0,0.0,0.0,0.0,0.0,0.0,21.0,0.0,0.0,63.0,0,0,13,2023,18,7,Tuesday,18
Salesforce,0.12288399185643191,0,1,0,0,0,0,0,0,8,0.0,neutro,0.0,10.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,5.0,0.0,0.0,5.0,0.0,0.0,10.0,6,0,6,2023,19,7,Wednesday,13
Infobip,0.1646372834848225,1,0,1,0,0,0,0,0,8,0.0,bom,0.0,17.0,0.0,0.0,0.0,0.0,0.0,51.0,0.0,0.0,34.0,0.0,0.0,0.0,0.0,0.0,51.0,13,3,9,2023,13,3,Monday,9
Infobip,0.18398624116185744,0,1,0,0,0,0,1,0,3,0.0,neutro,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,0,4,2023,8,4,Saturday,10
Salesforce,0.31048709076390735,0,1,0,0,0,0,0,0,4,0.0,neutro,0.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,11,-1,16,2023,20,4,Thursday,19
Infobip,0.18895174288152197,0,0,0,0,0,0,1,0,5,0.0,neutro,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0,0,4,2023,18,5,Thursday,18
Infobip,0.24714091878270983,0,0,0,0,0,0,0,0,7,0.0,neutro,0.0,165.0,0.0,0.0,0.0,0.0,0.0,165.0,165.0,0.0,330.0,0.0,165.0,165.0,0.0,0.0,165.0,1,5,20,2023,17,3,Friday,14
Infobip,0.19478233500999587,0,0,1,0,0,0,0,0,3,0.0,neutro,2.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0,0,5,2023,13,7,Thursday,15
Infobip,0.18457259226146128,0,0,0,0,0,0,0,0,3,0.0,neutro,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,14.0,0.0,0.0,28.0,0,0,10,2023,3,6,Saturday,10
Infobip,0.21106313388515113,0,0,0,0,0,0,0,0,3,0.0,neutro,0.0,0.0,4.0,4.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0,0,5,2023,5,5,Friday,16
Infobip,0.10594304044388574,1,0,1,0,1,0,0,0,7,0.0,ruim,0.0,0.0,0.0,4.0,0.0,4.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,4.0,13,3,9,2023,24,3,Friday,14
Infobip,0.3800104112441437,0,0,0,0,0,0,0,0,7,0.0,neutro,0.0,165.0,0.0,0.0,0.0,0.0,0.0,165.0,165.0,0.0,330.0,0.0,165.0,165.0,0.0,0.0,165.0,1,5,20,2023,19,5,Friday,15
Infobip,0.3578841647137596,0,0,0,0,0,0,0,0,7,0.0,neutro,0.0,165.0,0.0,0.0,0.0,0.0,0.0,165.0,165.0,0.0,330.0,0.0,165.0,165.0,0.0,0.0,165.0,1,5,20,2023,22,6,Thursday,13
Infobip,0.18822256777770266,1,0,1,0,0,0,0,0,8,0.0,bom,0.0,17.0,0.0,0.0,0.0,0.0,0.0,51.0,0.0,0.0,34.0,0.0,0.0,0.0,0.0,0.0,51.0,13,3,9,2023,6,3,Monday,11
Salesforce,0.15296066725699106,1,0,0,0,0,0,0,0,7,0.0,neutro,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,0,0,2,2022,31,10,Monday,8
Infobip,0.19498675414228242,0,1,0,0,0,0,0,0,7,0.0,neutro,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,3.0,0.0,0.0,0.0,12,0,3,2023,11,5,Thursday,16
Infobip,0.38089089735313103,0,0,0,0,0,0,0,0,7,0.0,neutro,0.0,165.0,0.0,0.0,0.0,0.0,0.0,165.0,165.0,0.0,330.0,0.0,165.0,165.0,0.0,0.0,165.0,1,5,20,2023,18,5,Thursday,13
Infobip,0.18207421315282377,0,0,0,0,0,0,0,0,3,0.0,neutro,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,14.0,0.0,0.0,28.0,0,0,10,2023,3,6,Saturday,10
Salesforce,0.1839934877144877,0,0,0,0,0,0,0,0,4,0.0,neutro,0.0,8.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,2,2023,19,6,Monday,19
Salesforce,0.06416680135768547,0,0,1,0,0,0,0,0,4,0.0,neutro,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,6,0,6,2023,22,7,Saturday,17
Infobip,0.1678470254957507,0,0,0,0,0,0,0,0,3,0.0,neutro,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,14.0,0.0,0.0,28.0,0,0,10,2023,3,6,Saturday,10
Salesforce,0.35927216415021296,0,0,0,0,0,0,0,0,3,0.0,neutro,4.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0,0,14,2023,31,1,Tuesday,17
Salesforce,0.2510754790770434,0,0,1,0,0,1,0,0,3,0.0,neutro,0.0,0.0,1.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12,0,3,2023,28,6,Wednesday,18
Infobip,0.2112121935478167,0,0,1,0,0,0,0,0,2,0.0,neutro,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,0,0,2,2023,16,6,Friday,18
Salesforce,0.07897462559861572,1,0,1,0,0,0,0,0,8,0.0,neutro,21.0,0.0,0.0,0.0,0.0,42.0,0.0,42.0,0.0,0.0,0.0,0.0,0.0,21.0,0.0,0.0,63.0,0,0,13,2023,23,6,Friday,17
Salesforce,0.09707372161060883,1,0,0,0,0,0,0,0,2,0.0,neutro,0.0,0.0,0.0,27.0,0.0,0.0,0.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,0,0,19,2023,17,7,Monday,11
Infobip,0.18845617375517523,0,0,0,0,0,0,0,0,3,0.0,neutro,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,0,0,1,2023,7,6,Wednesday,10
Salesforce,0.23776061431313897,1,0,1,0,0,0,0,0,1,0.0,neutro,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0,0,4,2023,17,1,Tuesday,13
Salesforce,0.30430876611036245,0,0,0,0,0,1,0,0,3,0.0,neutro,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,9.0,0.0,0.0,9.0,0.0,9.0,0.0,10,2,9,2023,25,4,Tuesday,19
Infobip,0.153668232743043,0,0,0,0,0,0,0,0,2,0.0,neutro,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0,0,4,2023,6,6,Tuesday,17
Salesforce,0.3222870478413069,0,0,0,0,0,0,0,0,3,0.0,neutro,4.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0,0,14,2023,15,2,Wednesday,11
Infobip,0.2491220822144185,0,0,0,0,0,0,0,0,7,0.0,neutro,0.0,165.0,0.0,0.0,0.0,0.0,0.0,165.0,165.0,0.0,330.0,0.0,165.0,165.0,0.0,0.0,165.0,1,5,20,2023,20,3,Monday,12
Infobip,0.07296689533460476,1,0,1,0,0,0,0,0,4,0.0,neutro,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0,0,2,2023,22,4,Saturday,11
Salesforce,0.16919310646714547,1,0,0,0,0,0,0,0,3,0.0,neutro,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.0,0.0,31.0,31.0,0,0,0,2023,24,5,Wednesday,15
Salesforce,0.1682099946429938,1,0,0,0,0,0,0,0,3,0.0,neutro,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,8.0,8,0,6,2022,18,11,Friday,13
Infobip,0.23470386686245717,0,0,1,0,0,0,0,0,2,0.0,neutro,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,0,0,2,2023,8,3,Wednesday,18
Infobip,0.05110896817743491,1,0,1,0,0,0,0,0,7,0.0,neutro,0.0,0.0,2.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,2.0,0,0,2,2023,9,5,Tuesday,16
Infobip,0.17847947902468575,1,0,0,0,0,0,0,0,5,0.0,neutro,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0,0,5,2023,28,4,Friday,14
Salesforce,0.15274012178319035,0,0,0,0,0,0,0,0,2,0.0,neutro,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0,0,5,2023,13,6,Tuesday,18
Infobip,0.2286563614744352,0,0,0,0,0,0,0,0,3,0.0,neutro,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,14.0,0.0,0.0,28.0,0,0,10,2023,3,6,Saturday,10
Infobip,0.2567998499343463,0,0,0,0,0,0,0,0,7,0.0,neutro,0.0,165.0,0.0,0.0,0.0,0.0,0.0,165.0,165.0,0.0,330.0,0.0,165.0,165.0,0.0,0.0,165.0,1,5,20,2023,16,3,Thursday,14
Infobip,0.1856414280109847,0,0,1,0,0,0,0,0,6,0.0,neutro,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0,0,5,2023,1,4,Saturday,10
Infobip,0.19871484529730205,0,0,1,0,0,0,0,0,4,0.0,neutro,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0,0,0,15,2023,19,5,Friday,18
Salesforce,0.09944859467723587,1,0,0,0,0,0,0,0,7,0.0,bom,1.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0,0,2,2022,6,12,Tuesday,9
Salesforce,0.20439927965011578,0,1,0,0,0,0,0,0,8,0.0,neutro,6.0,0.0,6.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,12.0,0.0,0.0,6.0,0.0,0.0,18.0,6,0,6,2023,6,7,Thursday,12
Salesforce,0.09242805252863928,1,0,0,0,0,0,0,0,4,0.0,neutro,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0,0,5,2022,7,11,Monday,10
Infobip,0.358957654723127,0,0,0,0,0,0,0,0,7,0.0,neutro,0.0,165.0,0.0,0.0,0.0,0.0,0.0,165.0,165.0,0.0,330.0,0.0,165.0,165.0,0.0,0.0,165.0,1,5,20,2023,15,5,Monday,14
Infobip,0.17487985664250225,1,0,1,0,0,0,0,0,8,0.0,bom,0.0,17.0,0.0,0.0,0.0,0.0,0.0,51.0,0.0,0.0,34.0,0.0,0.0,0.0,0.0,0.0,51.0,13,3,9,2023,13,4,Thursday,19
Infobip,0.2142134181607866,0,0,0,0,0,0,0,0,3,0.0,neutro,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,0,0,1,2023,4,5,Thursday,10
Infobip,0.1432806324110672,1,0,1,0,0,0,0,0,5,0.0,neutro,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,24.0,12,0,3,2023,7,6,Wednesday,8
Infobip,0.12618682276648535,0,0,0,0,0,0,0,0,3,0.0,neutro,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0,0,5,2023,21,4,Friday,12
Infobip,0.32,0,0,0,0,0,0,0,0,7,0.0,neutro,0.0,165.0,0.0,0.0,0.0,0.0,0.0,165.0,165.0,0.0,330.0,0.0,165.0,165.0,0.0,0.0,165.0,1,5,20,2023,15,6,Thursday,12
Infobip,0.2088398304690047,0,0,1,0,0,0,0,0,8,0.2023,neutro,0.0,0.0,3.0,0.0,0.0,6.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,6.0,0,0,12,2023,14,3,Tuesday,17
Infobip,0.1079011148812409,1,0,0,0,0,0,0,0,5,-296,neutro,0.0,2.0,2.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0,0,5,2023,8,5,Monday,18
Salesforce,0.292856482764994,0,1,1,0,0,0,0,0,5,0.0,neutro,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,12,0,3,2022,23,9,Friday,18
Infobip,0.4337979094076655,0,1,0,0,0,1,0,0,5,0.0,neutro,42.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,0.0,0.0,0.0,21.0,0.0,0.0,0.0,0.0,42.0,14,0,7,2023,5,4,Wednesday,17
Infobip,0.15052024746906636,1,0,1,0,0,0,0,0,8,0.0,bom,0.0,17.0,0.0,0.0,0.0,0.0,0.0,51.0,0.0,0.0,34.0,0.0,0.0,0.0,0.0,0.0,51.0,13,3,9,2023,31,3,Friday,12
Salesforce,0.15921684521610638,1,0,1,0,0,0,0,0,5,0.0,neutro,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,6,0,6,2022,28,11,Monday,10
Infobip,0.13057142857142856,1,0,1,0,0,0,0,0,5,0.0,neutro,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,24.0,12,0,3,2023,21,6,Wednesday,7
Salesforce,0.18301579128046688,0,0,0,0,0,0,0,0,4,0.0,neutro,0.0,8.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,2,2023,19,6,Monday,19
Infobip,0.3810470510271703,0,0,0,0,0,0,0,0,7,0.0,neutro,0.0,165.0,0.0,0.0,0.0,0.0,0.0,165.0,165.0,0.0,330.0,0.0,165.0,165.0,0.0,0.0,165.0,1,5,20,2023,16,5,Tuesday,13
Infobip,0.2308997617034361,0,1,0,0,0,0,0,0,6,0.0,ruim,0.0,2.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,2.0,2.0,0.0,2.0,0.0,0.0,2.0,6,0,6,2023,4,5,Thursday,17
Salesforce,0.14680876831779097,0,0,1,0,0,0,0,0,4,0.0,neutro,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0,0,0,15,2023,18,7,Tuesday,18
Infobip,0.3542132736763609,0,0,0,0,0,0,0,0,7,0.0,neutro,0.0,165.0,0.0,0.0,0.0,0.0,0.0,165.0,165.0,0.0,330.0,0.0,165.0,165.0,0.0,0.0,165.0,1,5,20,2023,29,5,Monday,10
Infobip,0.20834967084218997,0,0,1,0,0,0,0,0,4,0.0,neutro,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0,0,0,15,2023,18,6,Sunday,18
Infobip,0.15424920127795527,1,0,1,0,0,0,0,0,8,0.0,bom,0.0,17.0,0.0,0.0,0.0,0.0,0.0,51.0,0.0,0.0,34.0,0.0,0.0,0.0,0.0,0.0,51.0,13,3,9,2023,20,3,Monday,10
Salesforce,0.20711283708690487,0,0,1,0,0,0,0,0,5,0.0,neutro,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0,0,18,2022,14,12,Wednesday,18
Salesforce,0.09296266633215289,1,1,0,0,0,0,0,0,3,0.0,neutro,4.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,12,0,3,2023,5,7,Wednesday,14
Infobip,0.11339421613394216,1,0,1,0,1,0,0,0,1,0.0,neutro,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,0,0,1,2023,31,5,Wednesday,19
Infobip,0.22640934484509903,0,0,0,0,0,1,0,0,6,-296,neutro,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,3.0,0,0,3,2023,22,6,Thursday,18
Infobip,0.21223321807559317,0,0,0,0,0,0,0,0,3,0.0,neutro,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,14.0,0.0,0.0,28.0,0,0,10,2023,3,6,Saturday,10
Infobip,0.25136074116965834,0,0,0,0,0,0,0,0,1,0.0,neutro,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0,0,4,2023,12,4,Wednesday,14
Salesforce,0.184146670261526,1,0,0,0,0,0,0,0,4,0.0,neutro,0.0,2.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0,0,5,2023,17,7,Monday,18
Salesforce,0.1346169306214326,0,0,0,0,0,0,0,0,2,0.0,neutro,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0,0,5,2023,18,7,Tuesday,18
Infobip,0.30256410256410254,0,0,0,0,0,0,0,0,7,0.0,neutro,0.0,165.0,0.0,0.0,0.0,0.0,0.0,165.0,165.0,0.0,330.0,0.0,165.0,165.0,0.0,0.0,165.0,1,5,20,2023,2,6,Friday,13
