,segmento,n_seg_grupo,n_seg,n_grupo,total,per_grupo_seg,per_grupo_total,diferenca,diferenca_abs,faixa_propensao
3617,- C tempo_aprovacao A flag_autonomo dias_atraso B tempo_relacionamento avg_vl_total_spending nr_declared_income D ganho_limite flag_limite_insuficiente,58,64,27590,207177,0.90625,0.1331711531685467,0.7730788468314533,0.7730788468314533,3. Grupo com propensão entre 8-14%
3640,- C tempo_aprovacao A flag_autonomo dias_atraso B tempo_relacionamento avg_vl_total_spending nr_declared_income D ganho_limite flag_limite_insuficiente,55,62,27590,207177,0.8870967741935484,0.1331711531685467,0.7539256210250017,0.7539256210250017,3. Grupo com propensão entre 8-14%
2459,- C tempo_aprovacao A flag_autonomo dias_atraso B tempo_relacionamento avg_vl_total_spending nr_declared_income D ganho_limite,147,166,27590,207177,0.8855421686746988,0.1331711531685467,0.7523710155061522,0.7523710155061522,3. Grupo com propensão entre 8-14%
3644,- C tempo_aprovacao A flag_autonomo dias_atraso B tempo_relacionamento avg_vl_total_spending nr_declared_income D ganho_limite flag_limite_insuficiente,92,104,27590,207177,0.8846153846153846,0.1331711531685467,0.7514442314468379,0.7514442314468379,3. Grupo com propensão entre 8-14%
92,- A tempo_aprovacao flag_autonomo dias_atraso B tempo_relacionamento avg_vl_total_spending nr_declared_income D ganho_limite,60,68,27590,207177,0.8823529411764706,0.1331711531685467,0.7491817880079239,0.7491817880079239,3. Grupo com propensão entre 8-14%
66,- A tempo_aprovacao flag_autonomo dias_atraso B tempo_relacionamento avg_vl_total_spending C nr_declared_income D ganho_limite,63,72,27590,207177,0.875,0.1331711531685467,0.7418288468314533,0.7418288468314533,3. Grupo com propensão entre 8-14%
2444,- C tempo_aprovacao A flag_autonomo dias_atraso B tempo_relacionamento avg_vl_total_spending nr_declared_income D ganho_limite,77,89,27590,207177,0.8651685393258427,0.1331711531685467,0.731997386157296,0.731997386157296,3. Grupo com propensão entre 8-14%
8639,- C tempo_aprovacao A flag_autonomo dias_atraso B tempo_relacionamento avg_vl_total_spending D nr_declared_income ganho_limite flag_limite_insuficiente share_of_wallet,51,59,27590,207177,0.864406779661017,0.1331711531685467,0.7312356264924703,0.7312356264924703,3. Grupo com propensão entre 8-14%
1410,- B tempo_aprovacao A flag_autonomo dias_atraso tempo_relacionamento C avg_vl_total_spending D nr_declared_income ganho_limite,119,138,27590,207177,0.8623188405797102,0.1331711531685467,0.7291476874111635,0.7291476874111635,3. Grupo com propensão entre 8-14%
2059,- B tempo_aprovacao A flag_autonomo dias_atraso tempo_relacionamento avg_vl_total_spending C nr_declared_income D ganho_limite flag_limite_insuficiente,59,69,27590,207177,0.855072463768116,0.1331711531685467,0.7219013105995693,0.7219013105995693,3. Grupo com propensão entre 8-14%
2146,- B tempo_aprovacao A flag_autonomo dias_atraso tempo_relacionamento C avg_vl_total_spending D nr_declared_income ganho_limite flag_limite_insuficiente,99,116,27590,207177,0.853448275862069,0.1331711531685467,0.7202771226935223,0.7202771226935223,3. Grupo com propensão entre 8-14%
5408,- B tempo_aprovacao A flag_autonomo dias_atraso tempo_relacionamento C avg_vl_total_spending D nr_declared_income ganho_limite flag_limite_insuficiente share_of_wallet,55,65,27590,207177,0.8461538461538461,0.1331711531685467,0.7129826929852995,0.7129826929852995,3. Grupo com propensão entre 8-14%
8461,- C tempo_aprovacao A flag_autonomo dias_atraso B tempo_relacionamento avg_vl_total_spending nr_declared_income ganho_limite flag_limite_insuficiente share_of_wallet,60,71,27590,207177,0.8450704225352113,0.1331711531685467,0.7118992693666646,0.7118992693666646,3. Grupo com propensão entre 8-14%
19313,- C tempo_aprovacao A flag_autonomo dias_atraso B tempo_relacionamento avg_vl_total_spending nr_declared_income ganho_limite flag_limite_insuficiente share_of_wallet nr_trans_mov_conta,53,63,27590,207177,0.8412698412698413,0.1331711531685467,0.7080986881012946,0.7080986881012946,3. Grupo com propensão entre 8-14%
9116,- C tempo_aprovacao A flag_autonomo dias_atraso B tempo_relacionamento D avg_vl_total_spending nr_declared_income ganho_limite flag_limite_insuficiente share_of_wallet,89,106,27590,207177,0.839622641509434,0.1331711531685467,0.7064514883408873,0.7064514883408873,3. Grupo com propensão entre 8-14%
4678,- C tempo_aprovacao flag_autonomo A dias_atraso B tempo_relacionamento avg_vl_total_spending D nr_declared_income ganho_limite flag_limite_insuficiente,55,66,27590,207177,0.8333333333333334,0.1331711531685467,0.7001621801647867,0.7001621801647867,3. Grupo com propensão entre 8-14%
1355,- B tempo_aprovacao A flag_autonomo dias_atraso tempo_relacionamento avg_vl_total_spending C nr_declared_income D ganho_limite,83,100,27590,207177,0.83,0.1331711531685467,0.6968288468314533,0.6968288468314533,3. Grupo com propensão entre 8-14%
107,- A tempo_aprovacao flag_autonomo dias_atraso B tempo_relacionamento avg_vl_total_spending C nr_declared_income D ganho_limite,111,134,27590,207177,0.8283582089552238,0.1331711531685467,0.6951870557866772,0.6951870557866772,3. Grupo com propensão entre 8-14%
1396,- B tempo_aprovacao A flag_autonomo dias_atraso tempo_relacionamento C avg_vl_total_spending nr_declared_income D ganho_limite,135,163,27590,207177,0.8282208588957055,0.1331711531685467,0.6950497057271589,0.6950497057271589,3. Grupo com propensão entre 8-14%
202,- A tempo_aprovacao flag_autonomo dias_atraso B tempo_relacionamento avg_vl_total_spending C nr_declared_income D ganho_limite flag_limite_insuficiente,80,97,27590,207177,0.8247422680412371,0.1331711531685467,0.6915711148726904,0.6915711148726904,3. Grupo com propensão entre 8-14%
2473,- C tempo_aprovacao A flag_autonomo dias_atraso B tempo_relacionamento avg_vl_total_spending D nr_declared_income ganho_limite,94,114,27590,207177,0.8245614035087719,0.1331711531685467,0.6913902503402253,0.6913902503402253,3. Grupo com propensão entre 8-14%
3158,- C tempo_aprovacao flag_autonomo A dias_atraso B tempo_relacionamento avg_vl_total_spending D nr_declared_income ganho_limite,69,84,27590,207177,0.8214285714285714,0.1331711531685467,0.6882574182600247,0.6882574182600247,3. Grupo com propensão entre 8-14%
9018,- C tempo_aprovacao A flag_autonomo dias_atraso B tempo_relacionamento avg_vl_total_spending D nr_declared_income ganho_limite flag_limite_insuficiente share_of_wallet,126,154,27590,207177,0.8181818181818182,0.1331711531685467,0.6850106650132716,0.6850106650132716,3. Grupo com propensão entre 8-14%
3670,- C tempo_aprovacao A flag_autonomo dias_atraso B tempo_relacionamento avg_vl_total_spending D nr_declared_income ganho_limite flag_limite_insuficiente,63,77,27590,207177,0.8181818181818182,0.1331711531685467,0.6850106650132716,0.6850106650132716,3. Grupo com propensão entre 8-14%
306,- A tempo_aprovacao flag_autonomo dias_atraso B tempo_relacionamento C avg_vl_total_spending D nr_declared_income ganho_limite flag_limite_insuficiente,134,164,27590,207177,0.8170731707317073,0.1331711531685467,0.6839020175631606,0.6839020175631606,3. Grupo com propensão entre 8-14%
4964,- B tempo_aprovacao A flag_autonomo dias_atraso tempo_relacionamento avg_vl_total_spending C nr_declared_income ganho_limite flag_limite_insuficiente share_of_wallet,117,144,27590,207177,0.8125,0.1331711531685467,0.6793288468314533,0.6793288468314533,3. Grupo com propensão entre 8-14%
1370,- B tempo_aprovacao A flag_autonomo dias_atraso tempo_relacionamento avg_vl_total_spending D nr_declared_income ganho_limite,56,69,27590,207177,0.8115942028985508,0.1331711531685467,0.6784230497300041,0.6784230497300041,3. Grupo com propensão entre 8-14%
8485,- C tempo_aprovacao A flag_autonomo dias_atraso B tempo_relacionamento avg_vl_total_spending nr_declared_income ganho_limite flag_limite_insuficiente D share_of_wallet,154,190,27590,207177,0.8105263157894737,0.1331711531685467,0.677355162620927,0.677355162620927,3. Grupo com propensão entre 8-14%
2124,- B tempo_aprovacao A flag_autonomo dias_atraso tempo_relacionamento C avg_vl_total_spending nr_declared_income D ganho_limite flag_limite_insuficiente,111,137,27590,207177,0.8102189781021898,0.1331711531685467,0.6770478249336431,0.6770478249336431,3. Grupo com propensão entre 8-14%
8849,- C tempo_aprovacao A flag_autonomo dias_atraso B tempo_relacionamento avg_vl_total_spending D nr_declared_income ganho_limite flag_limite_insuficiente share_of_wallet,81,100,27590,207177,0.81,0.1331711531685467,0.6768288468314534,0.6768288468314534,3. Grupo com propensão entre 8-14%
8978,- C tempo_aprovacao A flag_autonomo dias_atraso B tempo_relacionamento avg_vl_total_spending nr_declared_income D ganho_limite flag_limite_insuficiente share_of_wallet,76,94,27590,207177,0.8085106382978723,0.1331711531685467,0.6753394851293256,0.6753394851293256,3. Grupo com propensão entre 8-14%
2503,- C tempo_aprovacao A flag_autonomo dias_atraso B tempo_relacionamento avg_vl_total_spending nr_declared_income D ganho_limite,215,266,27590,207177,0.8082706766917294,0.1331711531685467,0.6750995235231827,0.6750995235231827,3. Grupo com propensão entre 8-14%
9136,- C tempo_aprovacao A flag_autonomo dias_atraso B tempo_relacionamento D avg_vl_total_spending nr_declared_income ganho_limite flag_limite_insuficiente share_of_wallet,84,104,27590,207177,0.8076923076923077,0.1331711531685467,0.674521154523761,0.674521154523761,3. Grupo com propensão entre 8-14%
166,- A tempo_aprovacao flag_autonomo dias_atraso B tempo_relacionamento C avg_vl_total_spending D nr_declared_income ganho_limite,158,196,27590,207177,0.8061224489795918,0.1331711531685467,0.6729512958110452,0.6729512958110452,3. Grupo com propensão entre 8-14%
8475,- C tempo_aprovacao A flag_autonomo dias_atraso B tempo_relacionamento avg_vl_total_spending nr_declared_income ganho_limite flag_limite_insuficiente share_of_wallet,149,185,27590,207177,0.8054054054054054,0.1331711531685467,0.6722342522368587,0.6722342522368587,3. Grupo com propensão entre 8-14%
4884,- B tempo_aprovacao A flag_autonomo dias_atraso tempo_relacionamento avg_vl_total_spending nr_declared_income C ganho_limite flag_limite_insuficiente share_of_wallet,118,147,27590,207177,0.8027210884353742,0.1331711531685467,0.6695499352668275,0.6695499352668275,3. Grupo com propensão entre 8-14%
830,- A tempo_aprovacao flag_autonomo dias_atraso B tempo_relacionamento C avg_vl_total_spending nr_declared_income D ganho_limite flag_limite_insuficiente share_of_wallet,61,76,27590,207177,0.8026315789473685,0.1331711531685467,0.6694604257788218,0.6694604257788218,3. Grupo com propensão entre 8-14%
3716,- C tempo_aprovacao A flag_autonomo dias_atraso B tempo_relacionamento avg_vl_total_spending nr_declared_income D ganho_limite flag_limite_insuficiente,174,217,27590,207177,0.8018433179723502,0.1331711531685467,0.6686721648038035,0.6686721648038035,3. Grupo com propensão entre 8-14%
8955,- C tempo_aprovacao A flag_autonomo dias_atraso B tempo_relacionamento avg_vl_total_spending nr_declared_income ganho_limite flag_limite_insuficiente share_of_wallet,108,135,27590,207177,0.8,0.1331711531685467,0.6668288468314534,0.6668288468314534,3. Grupo com propensão entre 8-14%
3527,- C tempo_aprovacao A flag_autonomo dias_atraso B tempo_relacionamento avg_vl_total_spending nr_declared_income ganho_limite flag_limite_insuficiente,484,605,27590,207177,0.8,0.1331711531685467,0.6668288468314534,0.6668288468314534,3. Grupo com propensão entre 8-14%
2414,- C tempo_aprovacao A flag_autonomo dias_atraso B tempo_relacionamento avg_vl_total_spending nr_declared_income D ganho_limite,56,70,27590,207177,0.8,0.1331711531685467,0.6668288468314534,0.6668288468314534,3. Grupo com propensão entre 8-14%
8480,- C tempo_aprovacao A flag_autonomo dias_atraso B tempo_relacionamento avg_vl_total_spending nr_declared_income ganho_limite flag_limite_insuficiente share_of_wallet,167,209,27590,207177,0.7990430622009569,0.1331711531685467,0.6658719090324102,0.6658719090324102,3. Grupo com propensão entre 8-14%
628,- A tempo_aprovacao flag_autonomo dias_atraso B tempo_relacionamento avg_vl_total_spending C nr_declared_income D ganho_limite flag_limite_insuficiente share_of_wallet,51,64,27590,207177,0.796875,0.1331711531685467,0.6637038468314533,0.6637038468314533,3. Grupo com propensão entre 8-14%
122,- A tempo_aprovacao flag_autonomo dias_atraso B tempo_relacionamento avg_vl_total_spending D nr_declared_income ganho_limite,78,98,27590,207177,0.7959183673469388,0.1331711531685467,0.6627472141783921,0.6627472141783921,3. Grupo com propensão entre 8-14%
231,- A tempo_aprovacao flag_autonomo dias_atraso B tempo_relacionamento avg_vl_total_spending D nr_declared_income ganho_limite flag_limite_insuficiente,58,73,27590,207177,0.7945205479452054,0.1331711531685467,0.6613493947766588,0.6613493947766588,3. Grupo com propensão entre 8-14%
8769,- C tempo_aprovacao A flag_autonomo dias_atraso B tempo_relacionamento avg_vl_total_spending nr_declared_income ganho_limite flag_limite_insuficiente share_of_wallet,119,150,27590,207177,0.7933333333333333,0.1331711531685467,0.6601621801647867,0.6601621801647867,3. Grupo com propensão entre 8-14%
9207,- C tempo_aprovacao A flag_autonomo dias_atraso B tempo_relacionamento D avg_vl_total_spending nr_declared_income ganho_limite flag_limite_insuficiente share_of_wallet,92,116,27590,207177,0.7931034482758621,0.1331711531685467,0.6599322951073154,0.6599322951073154,3. Grupo com propensão entre 8-14%
2394,- C tempo_aprovacao A flag_autonomo dias_atraso B tempo_relacionamento avg_vl_total_spending nr_declared_income ganho_limite,652,823,27590,207177,0.7922235722964763,0.1331711531685467,0.6590524191279297,0.6590524191279297,3. Grupo com propensão entre 8-14%
18813,- C tempo_aprovacao A flag_autonomo dias_atraso B tempo_relacionamento avg_vl_total_spending nr_declared_income ganho_limite flag_limite_insuficiente share_of_wallet nr_trans_mov_conta,72,91,27590,207177,0.7912087912087912,0.1331711531685467,0.6580376380402445,0.6580376380402445,3. Grupo com propensão entre 8-14%
5164,- B tempo_aprovacao A flag_autonomo dias_atraso tempo_relacionamento avg_vl_total_spending C nr_declared_income ganho_limite flag_limite_insuficiente share_of_wallet,94,119,27590,207177,0.7899159663865546,0.1331711531685467,0.6567448132180079,0.6567448132180079,3. Grupo com propensão entre 8-14%
910,- A tempo_aprovacao flag_autonomo dias_atraso B tempo_relacionamento C avg_vl_total_spending D nr_declared_income ganho_limite flag_limite_insuficiente share_of_wallet,78,99,27590,207177,0.7878787878787878,0.1331711531685467,0.6547076347102412,0.6547076347102412,3. Grupo com propensão entre 8-14%
5103,- B tempo_aprovacao A flag_autonomo dias_atraso tempo_relacionamento avg_vl_total_spending nr_declared_income C ganho_limite flag_limite_insuficiente share_of_wallet,89,113,27590,207177,0.7876106194690266,0.1331711531685467,0.6544394663004799,0.6544394663004799,3. Grupo com propensão entre 8-14%
8982,- C tempo_aprovacao A flag_autonomo dias_atraso B tempo_relacionamento avg_vl_total_spending nr_declared_income D ganho_limite flag_limite_insuficiente share_of_wallet,77,98,27590,207177,0.7857142857142857,0.1331711531685467,0.652543132545739,0.652543132545739,3. Grupo com propensão entre 8-14%
2518,- C tempo_aprovacao A flag_autonomo dias_atraso B tempo_relacionamento avg_vl_total_spending D nr_declared_income ganho_limite,168,214,27590,207177,0.7850467289719626,0.1331711531685467,0.6518755758034159,0.6518755758034159,3. Grupo com propensão entre 8-14%
4879,- B tempo_aprovacao A flag_autonomo dias_atraso tempo_relacionamento avg_vl_total_spending nr_declared_income C ganho_limite flag_limite_insuficiente share_of_wallet,98,125,27590,207177,0.784,0.1331711531685467,0.6508288468314534,0.6508288468314534,3. Grupo com propensão entre 8-14%
9046,- C tempo_aprovacao A flag_autonomo dias_atraso B tempo_relacionamento avg_vl_total_spending D nr_declared_income ganho_limite flag_limite_insuficiente share_of_wallet,57,73,27590,207177,0.7808219178082192,0.1331711531685467,0.6476507646396725,0.6476507646396725,3. Grupo com propensão entre 8-14%
19861,- C tempo_aprovacao A flag_autonomo dias_atraso B tempo_relacionamento avg_vl_total_spending D nr_declared_income ganho_limite flag_limite_insuficiente share_of_wallet nr_trans_mov_conta,60,77,27590,207177,0.7792207792207793,0.1331711531685467,0.6460496260522326,0.6460496260522326,3. Grupo com propensão entre 8-14%
18640,- C tempo_aprovacao A flag_autonomo dias_atraso B tempo_relacionamento avg_vl_total_spending nr_declared_income ganho_limite flag_limite_insuficiente D share_of_wallet nr_trans_mov_conta,81,104,27590,207177,0.7788461538461539,0.1331711531685467,0.6456750006776072,0.6456750006776072,3. Grupo com propensão entre 8-14%
8844,- C tempo_aprovacao A flag_autonomo dias_atraso B tempo_relacionamento avg_vl_total_spending D nr_declared_income ganho_limite flag_limite_insuficiente share_of_wallet,89,115,27590,207177,0.7739130434782608,0.1331711531685467,0.6407418903097142,0.6407418903097142,3. Grupo com propensão entre 8-14%
3631,- C tempo_aprovacao A flag_autonomo dias_atraso B tempo_relacionamento avg_vl_total_spending nr_declared_income ganho_limite flag_limite_insuficiente,61,79,27590,207177,0.7721518987341772,0.1331711531685467,0.6389807455656306,0.6389807455656306,3. Grupo com propensão entre 8-14%
3522,- C tempo_aprovacao A flag_autonomo dias_atraso B tempo_relacionamento avg_vl_total_spending nr_declared_income ganho_limite flag_limite_insuficiente,168,218,27590,207177,0.7706422018348624,0.1331711531685467,0.6374710486663158,0.6374710486663158,3. Grupo com propensão entre 8-14%
8561,- C tempo_aprovacao A flag_autonomo dias_atraso B tempo_relacionamento avg_vl_total_spending nr_declared_income ganho_limite flag_limite_insuficiente share_of_wallet,164,213,27590,207177,0.7699530516431925,0.1331711531685467,0.6367818984746458,0.6367818984746458,3. Grupo com propensão entre 8-14%
9179,- C tempo_aprovacao A flag_autonomo dias_atraso B tempo_relacionamento D avg_vl_total_spending nr_declared_income ganho_limite flag_limite_insuficiente share_of_wallet,130,169,27590,207177,0.7692307692307693,0.1331711531685467,0.6360596160622226,0.6360596160622226,3. Grupo com propensão entre 8-14%
1942,- B tempo_aprovacao A flag_autonomo dias_atraso tempo_relacionamento avg_vl_total_spending nr_declared_income C ganho_limite flag_limite_insuficiente,301,393,27590,207177,0.7659033078880407,0.1331711531685467,0.6327321547194941,0.6327321547194941,3. Grupo com propensão entre 8-14%
9202,- C tempo_aprovacao A flag_autonomo dias_atraso B tempo_relacionamento D avg_vl_total_spending nr_declared_income ganho_limite flag_limite_insuficiente share_of_wallet,156,204,27590,207177,0.7647058823529411,0.1331711531685467,0.6315347291843945,0.6315347291843945,3. Grupo com propensão entre 8-14%
3742,- C tempo_aprovacao A flag_autonomo dias_atraso B tempo_relacionamento avg_vl_total_spending D nr_declared_income ganho_limite flag_limite_insuficiente,133,174,27590,207177,0.764367816091954,0.1331711531685467,0.6311966629234074,0.6311966629234074,3. Grupo com propensão entre 8-14%
2563,- C tempo_aprovacao A flag_autonomo dias_atraso B tempo_relacionamento D avg_vl_total_spending nr_declared_income ganho_limite,288,377,27590,207177,0.7639257294429708,0.1331711531685467,0.6307545762744241,0.6307545762744241,3. Grupo com propensão entre 8-14%
3804,- C tempo_aprovacao A flag_autonomo dias_atraso B tempo_relacionamento D avg_vl_total_spending nr_declared_income ganho_limite flag_limite_insuficiente,278,364,27590,207177,0.7637362637362637,0.1331711531685467,0.630565110567717,0.630565110567717,3. Grupo com propensão entre 8-14%
2488,- C tempo_aprovacao A flag_autonomo dias_atraso B tempo_relacionamento avg_vl_total_spending nr_declared_income D ganho_limite,58,76,27590,207177,0.7631578947368421,0.1331711531685467,0.6299867415682955,0.6299867415682955,3. Grupo com propensão entre 8-14%
4959,- B tempo_aprovacao A flag_autonomo dias_atraso tempo_relacionamento avg_vl_total_spending C nr_declared_income ganho_limite flag_limite_insuficiente share_of_wallet,141,185,27590,207177,0.7621621621621621,0.1331711531685467,0.6289910089936155,0.6289910089936155,3. Grupo com propensão entre 8-14%
3690,- C tempo_aprovacao A flag_autonomo dias_atraso B tempo_relacionamento avg_vl_total_spending nr_declared_income D ganho_limite flag_limite_insuficiente,51,67,27590,207177,0.7611940298507462,0.1331711531685467,0.6280228766821996,0.6280228766821996,3. Grupo com propensão entre 8-14%
8707,- C tempo_aprovacao A flag_autonomo dias_atraso B tempo_relacionamento avg_vl_total_spending nr_declared_income ganho_limite flag_limite_insuficiente share_of_wallet,121,159,27590,207177,0.7610062893081762,0.1331711531685467,0.6278351361396295,0.6278351361396295,3. Grupo com propensão entre 8-14%
3550,- C tempo_aprovacao A flag_autonomo dias_atraso B tempo_relacionamento avg_vl_total_spending nr_declared_income ganho_limite flag_limite_insuficiente,105,138,27590,207177,0.7608695652173914,0.1331711531685467,0.6276984120488447,0.6276984120488447,3. Grupo com propensão entre 8-14%
1290,- B tempo_aprovacao A flag_autonomo dias_atraso tempo_relacionamento avg_vl_total_spending nr_declared_income C ganho_limite,401,529,27590,207177,0.7580340264650284,0.1331711531685467,0.6248628732964817,0.6248628732964817,3. Grupo com propensão entre 8-14%
2454,- C tempo_aprovacao A flag_autonomo dias_atraso B tempo_relacionamento avg_vl_total_spending nr_declared_income ganho_limite,409,540,27590,207177,0.7574074074074074,0.1331711531685467,0.6242362542388608,0.6242362542388608,3. Grupo com propensão entre 8-14%
8566,- C tempo_aprovacao A flag_autonomo dias_atraso B tempo_relacionamento avg_vl_total_spending nr_declared_income ganho_limite flag_limite_insuficiente share_of_wallet,134,177,27590,207177,0.7570621468926554,0.1331711531685467,0.6238909937241087,0.6238909937241087,3. Grupo com propensão entre 8-14%
1969,- B tempo_aprovacao A flag_autonomo dias_atraso tempo_relacionamento avg_vl_total_spending C nr_declared_income ganho_limite flag_limite_insuficiente,320,423,27590,207177,0.7565011820330969,0.1331711531685467,0.6233300288645502,0.6233300288645502,3. Grupo com propensão entre 8-14%
8743,- C tempo_aprovacao A flag_autonomo dias_atraso B tempo_relacionamento avg_vl_total_spending nr_declared_income ganho_limite flag_limite_insuficiente share_of_wallet,59,78,27590,207177,0.7564102564102564,0.1331711531685467,0.6232391032417097,0.6232391032417097,3. Grupo com propensão entre 8-14%
151,- A tempo_aprovacao flag_autonomo dias_atraso B tempo_relacionamento C avg_vl_total_spending nr_declared_income D ganho_limite,158,209,27590,207177,0.7559808612440191,0.1331711531685467,0.6228097080754724,0.6228097080754724,3. Grupo com propensão entre 8-14%
9041,- C tempo_aprovacao A flag_autonomo dias_atraso B tempo_relacionamento avg_vl_total_spending D nr_declared_income ganho_limite flag_limite_insuficiente share_of_wallet,68,90,27590,207177,0.7555555555555555,0.1331711531685467,0.6223844023870089,0.6223844023870089,3. Grupo com propensão entre 8-14%
3636,- C tempo_aprovacao A flag_autonomo dias_atraso B tempo_relacionamento avg_vl_total_spending nr_declared_income ganho_limite flag_limite_insuficiente,348,461,27590,207177,0.754880694143167,0.1331711531685467,0.6217095409746204,0.6217095409746204,3. Grupo com propensão entre 8-14%
1305,- B tempo_aprovacao A flag_autonomo dias_atraso tempo_relacionamento avg_vl_total_spending C nr_declared_income ganho_limite,394,522,27590,207177,0.7547892720306514,0.1331711531685467,0.6216181188621047,0.6216181188621047,3. Grupo com propensão entre 8-14%
5557,- B tempo_aprovacao A flag_autonomo dias_atraso tempo_relacionamento D avg_vl_total_spending nr_declared_income ganho_limite flag_limite_insuficiente share_of_wallet,101,134,27590,207177,0.753731343283582,0.1331711531685467,0.6205601901150354,0.6205601901150354,3. Grupo com propensão entre 8-14%
442,- C tempo_aprovacao A flag_autonomo D dias_atraso B tempo_relacionamento avg_vl_total_spending,81,108,27590,207177,0.75,0.1331711531685467,0.6168288468314533,0.6168288468314533,3. Grupo com propensão entre 8-14%
447,- C tempo_aprovacao A flag_autonomo D dias_atraso B tempo_relacionamento avg_vl_total_spending,72,96,27590,207177,0.75,0.1331711531685467,0.6168288468314533,0.6168288468314533,3. Grupo com propensão entre 8-14%
2409,- C tempo_aprovacao A flag_autonomo dias_atraso B tempo_relacionamento avg_vl_total_spending nr_declared_income ganho_limite,491,656,27590,207177,0.7484756097560976,0.1331711531685467,0.615304456587551,0.615304456587551,3. Grupo com propensão entre 8-14%
1964,- B tempo_aprovacao A flag_autonomo dias_atraso tempo_relacionamento avg_vl_total_spending C nr_declared_income ganho_limite flag_limite_insuficiente,74,99,27590,207177,0.7474747474747475,0.1331711531685467,0.6143035943062009,0.6143035943062009,3. Grupo com propensão entre 8-14%
3662,- C tempo_aprovacao A flag_autonomo dias_atraso B tempo_relacionamento avg_vl_total_spending D nr_declared_income ganho_limite flag_limite_insuficiente,205,275,27590,207177,0.7454545454545455,0.1331711531685467,0.6122833922859988,0.6122833922859988,3. Grupo com propensão entre 8-14%
3555,- C tempo_aprovacao A flag_autonomo dias_atraso B tempo_relacionamento avg_vl_total_spending nr_declared_income ganho_limite flag_limite_insuficiente,386,518,27590,207177,0.7451737451737451,0.1331711531685467,0.6120025920051985,0.6120025920051985,3. Grupo com propensão entre 8-14%
2513,- C tempo_aprovacao A flag_autonomo dias_atraso B tempo_relacionamento avg_vl_total_spending D nr_declared_income ganho_limite,273,367,27590,207177,0.7438692098092643,0.1331711531685467,0.6106980566407176,0.6106980566407176,3. Grupo com propensão entre 8-14%
8774,- C tempo_aprovacao A flag_autonomo dias_atraso B tempo_relacionamento avg_vl_total_spending nr_declared_income ganho_limite flag_limite_insuficiente share_of_wallet,151,203,27590,207177,0.7438423645320197,0.1331711531685467,0.610671211363473,0.610671211363473,3. Grupo com propensão entre 8-14%
3733,- C tempo_aprovacao A flag_autonomo dias_atraso B tempo_relacionamento avg_vl_total_spending D nr_declared_income ganho_limite flag_limite_insuficiente,267,359,27590,207177,0.7437325905292479,0.1331711531685467,0.6105614373607012,0.6105614373607012,3. Grupo com propensão entre 8-14%
3071,- C tempo_aprovacao flag_autonomo A dias_atraso B tempo_relacionamento avg_vl_total_spending D nr_declared_income ganho_limite,86,116,27590,207177,0.7413793103448276,0.1331711531685467,0.608208157176281,0.608208157176281,3. Grupo com propensão entre 8-14%
277,- A tempo_aprovacao flag_autonomo dias_atraso B tempo_relacionamento C avg_vl_total_spending nr_declared_income D ganho_limite flag_limite_insuficiente,128,173,27590,207177,0.7398843930635838,0.1331711531685467,0.6067132398950371,0.6067132398950371,3. Grupo com propensão entre 8-14%
5386,- B tempo_aprovacao A flag_autonomo dias_atraso tempo_relacionamento C avg_vl_total_spending D nr_declared_income ganho_limite flag_limite_insuficiente share_of_wallet,85,115,27590,207177,0.7391304347826086,0.1331711531685467,0.605959281614062,0.605959281614062,3. Grupo com propensão entre 8-14%
5491,- B tempo_aprovacao A flag_autonomo dias_atraso tempo_relacionamento D avg_vl_total_spending C nr_declared_income ganho_limite flag_limite_insuficiente share_of_wallet,62,84,27590,207177,0.7380952380952381,0.1331711531685467,0.6049240849266915,0.6049240849266915,3. Grupo com propensão entre 8-14%
1937,- B tempo_aprovacao A flag_autonomo dias_atraso tempo_relacionamento avg_vl_total_spending nr_declared_income C ganho_limite flag_limite_insuficiente,100,136,27590,207177,0.7352941176470589,0.1331711531685467,0.6021229644785122,0.6021229644785122,3. Grupo com propensão entre 8-14%
8445,- C tempo_aprovacao A flag_autonomo dias_atraso B tempo_relacionamento avg_vl_total_spending nr_declared_income ganho_limite flag_limite_insuficiente share_of_wallet,86,117,27590,207177,0.7350427350427351,0.1331711531685467,0.6018715818741884,0.6018715818741884,3. Grupo com propensão entre 8-14%
8748,- C tempo_aprovacao A flag_autonomo dias_atraso B tempo_relacionamento avg_vl_total_spending nr_declared_income ganho_limite flag_limite_insuficiente share_of_wallet,58,79,27590,207177,0.7341772151898734,0.1331711531685467,0.6010060620213268,0.6010060620213268,3. Grupo com propensão entre 8-14%
5533,- B tempo_aprovacao A flag_autonomo dias_atraso tempo_relacionamento D avg_vl_total_spending nr_declared_income C ganho_limite flag_limite_insuficiente share_of_wallet,91,124,27590,207177,0.7338709677419355,0.1331711531685467,0.6006998145733888,0.6006998145733888,3. Grupo com propensão entre 8-14%
8937,- C tempo_aprovacao A flag_autonomo dias_atraso B tempo_relacionamento avg_vl_total_spending nr_declared_income ganho_limite flag_limite_insuficiente share_of_wallet,55,75,27590,207177,0.7333333333333333,0.1331711531685467,0.6001621801647866,0.6001621801647866,3. Grupo com propensão entre 8-14%
