cluster,target,tempo_aprovacao,limite_aprovado,nr_declared_income,flag_autonomo,max_limite,max_qtd_if,avg_utilizado_interno,sum_utilizado_interno,avg_utilizado_mercado,sum_utilizado_mercado,nr_chaves_importantes,nr_antecipacao_fatura,nr_bolso_ativo,nr_trans_mov_conta,nr_purchases_virtual,avg_vl_total_spending,nr_purchases_online,nr_acessos,nr_acessos_lojawill,flag_limite_insuficiente,share_of_wallet,ds_risk_type_1. Sem Informacao,ds_risk_type_2. Alto Risco,ds_risk_type_3. Medio Risco,ds_risk_type_4. Baixo Risco,gender_FEMALE,gender_MALE,ds_region_Centro-Oeste,ds_region_Nordeste,ds_region_Norte,ds_region_Sudeste,ds_region_Sul,flag_limite_aprov,flag_antecip,flag_lojawill
79,0%,73,"1463,33333333333","1633,34",0,"1763,33333333333","7,66666666666667","1850,09333333333","24703,6933333333","12807,0868055556","177458,333333333","0,666666666666667",0,0,"10,6666666666667",0,"1167,62857142857","3,33333333333333","91,6666666666667",0,"0,666666666666667","0,175957678006894","0,333333333333333",0,"0,333333333333333","0,333333333333333","0,666666666666667","0,333333333333333",0,"0,333333333333333",0,"0,666666666666667",0,1,0,0
74,0%,1,1500,1500,1,2100,5,"653,99","7847,92","1467,83333333333",17614,0,0,1,32,0,"479,518571428571",4,104,0,1,"0,308221846585018",0,0,0,1,0,1,0,1,0,0,0,1,0,0
70,0%,0,2100,2660,0,2100,6,"1678,4","5035,2","1710,66666666667",5132,0,0,0,2,14,"825,7225",14,33,1,1,"0,495239593988512",0,0,1,0,0,1,0,0,0,1,0,1,0,1
69,0%,51,950,"0,01",0,3800,9,"4429,18","141733,46","23402,125",748868,1,0,0,14,0,"1953,49877192982",160,36,0,1,"0,159143529811864",1,0,0,0,0,1,0,1,0,0,0,1,0,0
62,0%,"3,25",1635,1900,"0,5",1835,"6,75","1844,0675","27588,0175","6405,78125","94053,75","0,25",0,0,"17,5","3,5","573,169875","9,5",175,"0,25",1,"0,289358738241317","0,25",0,0,"0,75","0,5","0,5","0,25","0,5",0,"0,25",0,1,0,"0,25"
61,0%,7,2715,"1500,005",0,2965,"7,5","24,14","248,28","11117,0625","138400,5",1,0,0,"2,5",0,"940,914166666667","3,5","46,5",0,1,"0,00262088072860945",0,0,0,1,1,0,0,"0,5",0,"0,5",0,1,0,0
60,0%,2,1000,"0,01",1,1000,1,"1291,64","12477,34","2874,67708333333",27860,1,0,0,14,0,"264,049",0,82,0,0,"0,316916313902613",0,0,1,0,1,0,0,1,0,0,0,1,0,0
59,0%,"10,2",1278,"1560,004",0,1358,"6,8","1099,39","13238,764","11972,9009469697","177039,6","0,8",0,"0,4","12,4","5,2","470,119223321123","13,2",52,0,"0,8","0,11572700618564","0,2",0,"0,4","0,4","0,8","0,2",0,"0,4",0,0,"0,6","0,8",0,0
58,0%,"4,18181818181818","1328,18181818182","2327,27636363636","0,272727272727273","2775,45454545455","3,72727272727273","4141,95090909091","62853,5090909091","5263,88977272727","83217,8181818182","1,72727272727273",1,0,"47,8181818181818","5,18181818181818","1935,40160999236","50,9090909090909","90,2727272727273","0,181818181818182","0,727272727272727","0,412810459444491",0,"0,454545454545455","0,0909090909090909","0,454545454545455","0,545454545454545","0,454545454545455",0,"0,636363636363636","0,0909090909090909","0,272727272727273",0,"0,454545454545455","0,181818181818182","0,0909090909090909"
57,0%,7,800,"0,01",0,16100,1,"601,73","9627,74","1608,8125",25741,1,0,0,1,0,"790,8836",19,82,0,0,"0,272210432149972",0,0,1,0,1,0,0,1,0,0,0,1,0,0
56,0%,"3,5",1595,6000,0,1595,"2,5","574,63","8195,615","599,0625",7608,"1,5",2,0,1171,1,"925,326153846154","2,5","54,5",0,0,"0,433207490619699",0,0,"0,5","0,5",0,1,0,1,0,0,0,"0,5","0,5",0
55,0%,5,885,3750,0,1000,"4,5","1638,8","11366,875","5404,7",45458,0,0,0,7,4,"692,914",4,"65,5",3,1,"0,274819384454275",0,0,"0,5","0,5","0,5","0,5",0,0,0,0,1,"0,5",0,"0,5"
54,0%,2,630,2500,0,1100,3,"583,15","9330,38",647,10352,1,0,0,75,0,"328,05619047619",2,82,0,1,"0,474047345900242",0,1,0,0,1,0,0,1,0,0,0,0,0,0
53,0%,5,600,"0,01",1,845,6,"1127,26","10145,28","11313,5555555556",101822,1,0,0,14,0,"555,314545454546",74,82,0,1,"0,090609328010826",0,0,1,0,1,0,0,1,0,0,0,0,0,0
51,0%,21,2215,3175,1,4265,10,"4899,83","39952,13","13766,9375","120909,5","0,5",0,0,12,"1,5","1640,83527777778","10,5",147,"0,5",1,"0,261536169931049",0,0,0,1,1,0,0,1,0,0,0,1,0,"0,5"
48,0%,"4,92857142857143","1424,28571428571","2370,21678571429","0,321428571428571","2147,5","4,32142857142857","2403,29178571429","31079,2828571429","6481,09218266852","79840,0714285714","1,17857142857143","0,214285714285714",0,37,"3,10714285714286","940,348616916039","20,3214285714286","112,428571428571","0,75","0,642857142857143","0,359953049845499","0,0357142857142857","0,0357142857142857","0,392857142857143","0,535714285714286","0,571428571428571","0,428571428571429","0,0357142857142857","0,535714285714286","0,0714285714285714","0,214285714285714","0,142857142857143","0,821428571428571","0,0714285714285714","0,178571428571429"
47,0%,"9,66666666666667",1880,"2166,67","0,666666666666667","2346,66666666667",3,"430,546666666667","4159,11333333333","3390,72569444444","86506,6666666667","0,666666666666667",0,0,"9,66666666666667",0,"542,84",2,"49,6666666666667",0,"0,333333333333333","0,105638771300871",0,"0,333333333333333",0,"0,666666666666667","0,333333333333333","0,666666666666667",0,"0,666666666666667",0,"0,333333333333333",0,"0,666666666666667",0,0
44,0%,4,1600,"1318,33666666667","0,333333333333333",2800,5,"1562,10666666667","17913,1333333333","2085,04623015873","21049,6666666667","0,666666666666667","0,333333333333333",0,"13,3333333333333","0,333333333333333","852,217628968254","53,3333333333333","76,3333333333333",0,"0,333333333333333","0,325479991587161","0,333333333333333",0,"0,333333333333333","0,333333333333333","0,666666666666667","0,333333333333333",0,"0,333333333333333",0,"0,666666666666667",0,1,"0,333333333333333",0
43,0%,3,580,"666,673333333333",0,"4633,33333333333",7,"6929,24","110462,573333333","7786,87179487179","120383,333333333","0,333333333333333","5,33333333333333",0,"72,6666666666667","0,666666666666667","1772,42322152341",251,101,0,1,"0,357725247551647",0,"0,333333333333333","0,333333333333333","0,333333333333333","0,666666666666667","0,333333333333333",0,"0,333333333333333",0,"0,666666666666667",0,0,"0,333333333333333",0
42,0%,"47,4",1000,"1460,004","0,4",2120,"4,6","655,406","6059,59","2945,72708333333",50350,"0,6",0,0,"10,8",0,"431,828396825397","18,2","36,6",0,"0,4","0,149565395374173","0,4","0,2","0,2","0,2","0,4","0,6","0,2","0,6",0,"0,2",0,"0,8",0,0
41,0%,2,810,"3000,00333333333","0,333333333333333","4686,66666666667","6,66666666666667","3529,42666666667","54988,8266666667","15444,500462963",240003,"1,33333333333333","7,66666666666667",0,"118,666666666667","1,66666666666667","900,621809210526",12,"64,6666666666667",0,"0,666666666666667","0,18933062904515",0,0,"0,666666666666667","0,333333333333333","0,666666666666667","0,333333333333333",0,"0,666666666666667",0,0,"0,333333333333333","0,666666666666667","0,666666666666667",0
39,0%,"6,5",3575,"1609,5","0,5",3755,3,"1783,035","5698,09","7695,91666666667",23336,"0,5","1,5",0,80,14,"1202,97083333333","20,5","68,5","1,5",1,"0,372899114472597",0,"0,5","0,5",0,1,0,0,0,0,"0,5","0,5","0,5","0,5","0,5"
35,0%,"4,33333333333333","1306,66666666667","906,67",0,1590,"2,66666666666667","696,123333333333","5487,00333333333","1327,69236111111",11134,"0,666666666666667",0,0,"22,6666666666667","2,66666666666667","768,992301587302","3,33333333333333",66,0,"0,333333333333333","0,350678760573811",0,0,"0,666666666666667","0,333333333333333","0,666666666666667","0,333333333333333",0,"0,666666666666667",0,"0,333333333333333",0,1,0,0
