dt_mes,hierarquia_1,hierarquia_4,clientes_cx,clientes_recorte_total,clientes_recorte_churn,clientes_recorte_churn_recuperados,vl_bruto_recuperados_60d,LTV_Receita_Recuperado,LT_mediano_recuperados
2023-04-01,Conta,Gestão de Saque,585,443,335,11,R$ 5.564,R$ 18.188,"36,8"
2023-01-01,Tecnologia,Não reconhecimento de compra no crédito,82,11,2,2,R$ 4.222,R$ 0,"51,9"
2023-03-01,Conta,Não reconhecimento de compra no crédito,149,12,2,2,R$ 1.474,-R$ 77,"45,8"
2023-03-01,Cartão,Cartão adicional,174,47,2,2,R$ 900,R$ 3.177,"38,0"
2023-01-01,Tecnologia,Problemas com a compra,133,10,0,0,R$ 0,R$ 0,"0,0"
2023-02-01,Conta,Boleto de Depósito,594,143,11,10,R$ 5.985,R$ 11.561,"32,3"
2023-04-01,Cartão,Assunto não identificado,89,44,31,2,R$ 1.346,R$ 6.916,"30,4"
2023-04-01,Conta,Não reconhecimento de recarga/título/ted,63,36,15,0,R$ 0,R$ 0,"0,0"
2023-02-01,Fraude,Vencimento fatura,53,1,0,0,R$ 0,R$ 0,"0,0"
2023-04-01,Crédito Pessoal,Fechamento Fatura,3,2,1,0,R$ 0,R$ 0,"0,0"
2023-02-01,Fraude,Primeiro Desbloqueio de cartão,50,0,0,0,R$ 0,R$ 0,"0,0"
2023-06-01,Crédito Pessoal,Recebimento de PIX,10,0,0,0,R$ 0,R$ 0,"0,0"
2023-02-01,Crédito Pessoal,Recebimento de PIX,9,2,0,0,R$ 0,R$ 0,"0,0"
2023-02-01,Fraude,Token 3DS,40,12,1,1,R$ 100,R$ 547,"31,2"
2023-03-01,Tecnologia,Gestão do Bolso/Rendimento Conta,48,3,0,0,R$ 0,R$ 0,"0,0"
2023-02-01,Conta,Lançamentos duplicados,4,0,0,0,R$ 0,R$ 0,"0,0"
2023-01-01,Tecnologia,Problema de Cadastro da proposta,1,0,0,0,R$ 0,R$ 0,"0,0"
2023-01-01,Crédito Pessoal,Problemas com a compra,16,0,0,0,R$ 0,R$ 0,"0,0"
2023-03-01,Crédito Pessoal,Dúvidas sobre campanha gamificação,1,0,0,0,R$ 0,R$ 0,"0,0"
2023-01-01,Tecnologia,Fatura duplicada,8,1,0,0,R$ 0,R$ 0,"0,0"
2023-03-01,Marketplace,Comunicação Loja will,1,0,0,0,R$ 0,R$ 0,"0,0"
2023-03-01,Marketing,Problemas com a compra,6,0,0,0,R$ 0,R$ 0,"0,0"
2023-01-01,Fraude,Cartão adicional,2,0,0,0,R$ 0,R$ 0,"0,0"
2023-05-01,Tecnologia,Falsidade ideológica,2,1,0,0,R$ 0,R$ 0,"0,0"
2023-04-01,Conta,Chat sem retorno,2,0,0,0,R$ 0,R$ 0,"0,0"
2023-04-01,Fraude,Gerar fatura,2,2,2,0,R$ 0,R$ 0,"0,0"
2023-06-01,Tecnologia,Lançamentos duplicados,3,0,0,0,R$ 0,R$ 0,"0,0"
2023-05-01,Tecnologia,Problema de Cadastro da proposta,1,0,0,0,R$ 0,R$ 0,"0,0"
2023-06-01,Marketing,Informações sobre fatura,2,0,0,0,R$ 0,R$ 0,"0,0"
2023-05-01,Marketplace,Gestão de Extrato,1,0,0,0,R$ 0,R$ 0,"0,0"
2023-05-01,Crédito Pessoal,Fatura duplicada,1,0,0,0,R$ 0,R$ 0,"0,0"
2023-05-01,Cartão,Segunda via cartão,18669,3523,471,428,R$ 788.372,R$ 948.084,"39,8"
2023-03-01,Cartão,Rastreio de cartão,2748,184,27,27,R$ 41.251,R$ 134.506,"39,8"
2023-01-01,Fraude,Validação novo dispositivo,44978,10841,1800,1447,R$ 1.877.838,R$ 4.297.064,"39,9"
2023-02-01,Tecnologia,Recebimento de PIX,551,130,14,10,R$ 6.450,R$ 4.023,"31,2"
2023-04-01,Cartão,Não entendimento fatura,4879,2270,1349,127,R$ 182.385,R$ 352.991,"35,9"
2023-06-01,Tecnologia,Erro acessar app,278,48,5,3,R$ 1.914,R$ 1.099,"39,8"
2023-06-01,Cartão,Canais de atendimento,38,2,0,0,R$ 0,R$ 0,"0,0"
2023-05-01,Crédito Pessoal,Dúvidas sobre empréstimo/crédito pessoal,437,64,5,5,R$ 8.340,R$ 11.580,"47,1"
2023-02-01,Conta,Dúvidas sobre cartão,7,0,0,0,R$ 0,R$ 0,"0,0"
2023-04-01,Conta,Novos Produtos,2132,1368,997,46,R$ 73.037,R$ 105.491,"33,4"
2023-05-01,Conta,Resultado da Proposta,87,1,0,0,R$ 0,R$ 0,"0,0"
2023-04-01,Tecnologia,Fechamento Fatura,82,8,4,0,R$ 0,R$ 0,"0,0"
2023-01-01,Cartão,Contactless,767,173,7,5,R$ 7.429,R$ 5.539,"36,8"
2023-01-01,Fraude,Resultado da Proposta,52,2,0,0,R$ 0,R$ 0,"0,0"
2023-04-01,Conta,Fechamento Fatura,24,5,5,0,R$ 0,R$ 0,"0,0"
2023-01-01,Marketplace,Não entendimento fatura,21,1,0,0,R$ 0,R$ 0,"0,0"
2023-02-01,Crédito Pessoal,Segunda via cartão,19,1,0,0,R$ 0,R$ 0,"0,0"
2023-02-01,Marketplace,Validação novo dispositivo,15,1,0,0,R$ 0,R$ 0,"0,0"
2023-05-01,Cartão,Bloqueio de conta,75,27,7,5,R$ 5.816,R$ 28.399,"36,8"
2023-02-01,Conta,Problema no recebimento do cartão,45,0,0,0,R$ 0,R$ 0,"0,0"
2023-05-01,Crédito Pessoal,Dúvidas em lançamentos,4,0,0,0,R$ 0,R$ 0,"0,0"
2023-01-01,Fraude,Dúvidas sobre empréstimo/crédito pessoal,3,0,0,0,R$ 0,R$ 0,"0,0"
2023-02-01,Conta,Primeiro Desbloqueio de cartão,24,0,0,0,R$ 0,R$ 0,"0,0"
2023-03-01,Conta,Token SMS,10,2,0,0,R$ 0,R$ 0,"0,0"
2023-04-01,Marketing,Fechamento Fatura,12,1,0,0,R$ 0,R$ 0,"0,0"
2023-05-01,Tecnologia,Resultado análise de fraude,15,0,0,0,R$ 0,R$ 0,"0,0"
2023-06-01,Fraude,Fechamento Fatura,8,0,0,0,R$ 0,R$ 0,"0,0"
2023-04-01,Crédito Pessoal,Pagamento de Boleto,4,11,11,0,R$ 0,R$ 0,"0,0"
2023-02-01,Marketplace,Token SMS,1,0,0,0,R$ 0,R$ 0,"0,0"
2023-05-01,Fraude,Cartão adicional,1,1,0,0,R$ 0,R$ 0,"0,0"
2023-03-01,Crédito Pessoal,Parcelamento de compra,2,0,0,0,R$ 0,R$ 0,"0,0"
2023-06-01,Crédito Pessoal,Lançamentos duplicados,1,0,0,0,R$ 0,R$ 0,"0,0"
2023-02-01,Marketing,Dúvidas sobre pagamento de fatura,1,0,0,0,R$ 0,R$ 0,"0,0"
2023-01-01,Marketplace,Comunicação Loja will,1,1,1,1,R$ 200,R$ 1.236,"31,2"
2023-02-01,Cartão,Bloqueio de senha,1744,407,64,57,R$ 64.022,R$ 210.346,"36,8"
2023-05-01,Conta,Rastreio de cartão,216,6,1,0,R$ 0,R$ 0,"0,0"
2023-02-01,Fraude,Chat duplicado,1,0,0,0,R$ 0,R$ 0,"0,0"
2023-05-01,Cartão,Dúvidas sobre cartão,549,97,4,4,R$ 5.095,R$ 2.737,"35,5"
2023-02-01,Conta,Recebimento de PIX,5046,1713,192,167,R$ 186.553,R$ 305.244,"33,4"
2023-01-01,Tecnologia,Token SMS,13,0,0,0,R$ 0,R$ 0,"0,0"
2023-06-01,Cartão,Faturas futuras,825,201,21,20,R$ 30.454,R$ 109.418,"37,7"
2023-05-01,Marketing,Validação novo dispositivo,33,1,0,0,R$ 0,R$ 0,"0,0"
2023-03-01,Conta,Problemas com a compra,291,12,0,0,R$ 0,R$ 0,"0,0"
2023-04-01,Cartão,Informações sobre cartão,146,387,380,0,R$ 0,R$ 0,"0,0"
2023-06-01,Cartão,Chat sem retorno,33,2,1,1,R$ 908,R$ 405,"36,8"
2023-03-01,Fraude,Falsidade ideológica,75,15,4,4,R$ 4.605,R$ 5.654,"47,1"
2023-04-01,Atendimento,Atendimento de terceiros,392,319,227,10,R$ 12.827,R$ 9.567,"36,4"
2023-02-01,Tecnologia,Segunda via cartão,75,2,1,1,R$ 2.407,R$ 0,"47,1"
2023-06-01,Conta,Recebimento de TED,35,3,0,0,R$ 0,R$ 0,"0,0"
2023-02-01,Crédito Pessoal,Problema no recebimento do cartão,6,0,0,0,R$ 0,R$ 0,"0,0"
2023-02-01,Crédito Pessoal,Envio de PIX,23,2,0,0,R$ 0,R$ 0,"0,0"
2023-01-01,Cartão,Bloqueio de conta,66,16,3,3,R$ 1.473,-R$ 898,"31,2"
2023-06-01,Tecnologia,Reenvio de cartão,25,1,1,1,R$ 674,-R$ 75,"39,8"
2023-03-01,Fraude,Dúvidas sobre empréstimo/crédito pessoal,4,0,0,0,R$ 0,R$ 0,"0,0"
2023-05-01,Marketplace,Não entendimento fatura,16,0,0,0,R$ 0,R$ 0,"0,0"
2023-05-01,Cartão,Reabertura de conta,2,0,0,0,R$ 0,R$ 0,"0,0"
2023-06-01,Cartão,Cartão black,24,4,0,0,R$ 0,R$ 0,"0,0"
2023-04-01,Conta,Faturas futuras,12,4,2,0,R$ 0,R$ 0,"0,0"
2023-04-01,Marketing,Pagamento de Boleto,7,1,0,0,R$ 0,R$ 0,"0,0"
2023-02-01,Crédito Pessoal,Dúvidas sobre pagamento de fatura,18,0,0,0,R$ 0,R$ 0,"0,0"
2023-02-01,Conta,Cancelamento de cartão de débito,2,0,0,0,R$ 0,R$ 0,"0,0"
2023-03-01,Fraude,Dúvidas em lançamentos,4,1,0,0,R$ 0,R$ 0,"0,0"
2023-01-01,Fraude,Rastreio de cartão,31,1,0,0,R$ 0,R$ 0,"0,0"
2023-05-01,Marketing,Resultado da Proposta,5,0,0,0,R$ 0,R$ 0,"0,0"
2023-01-01,Conta,Dúvidas em lançamentos,6,1,0,0,R$ 0,R$ 0,"0,0"
2023-02-01,Marketing,Recebimento de PIX,3,0,0,0,R$ 0,R$ 0,"0,0"
2023-03-01,Marketing,Não reconhecimento de compra no crédito,3,0,0,0,R$ 0,R$ 0,"0,0"
2023-03-01,Marketing,Dúvidas sobre campanha gamificação,4,0,0,0,R$ 0,R$ 0,"0,0"
2023-06-01,Crédito Pessoal,Problema no recebimento do cartão,6,1,0,0,R$ 0,R$ 0,"0,0"
2023-06-01,Marketing,Primeiro Desbloqueio de cartão,3,0,0,0,R$ 0,R$ 0,"0,0"
2023-04-01,Marketplace,Envio de PIX,1,0,0,0,R$ 0,R$ 0,"0,0"
2023-02-01,Assunto não identificado,Assunto não identificado,1697,489,63,55,R$ 57.767,R$ 110.322,"33,4"
2023-05-01,Cartão,Alteração de Cadastro,7285,1919,299,244,R$ 300.501,R$ 882.903,"39,8"
2023-02-01,Cartão,Não reconhecimento de compra no crédito,8240,2517,387,371,R$ 533.166,R$ 628.537,"36,8"
2023-06-01,Cartão,Problemas com a compra,7833,1817,147,135,R$ 188.708,R$ 406.384,"36,8"
2023-03-01,Cartão,Cancelamento de conta,7415,1476,869,733,R$ 485.802,R$ 1.066.895,"33,4"
2023-04-01,Cartão,Cartão adicional,206,212,160,0,R$ 0,R$ 0,"0,0"
2023-03-01,Conta,Não entendimento fatura,137,9,4,3,R$ 3.579,R$ 7.123,"39,8"
2023-04-01,Conta,Reenvio de cartão,56,31,29,0,R$ 0,R$ 0,"0,0"
2023-06-01,Conta,Não entendimento fatura,116,10,1,1,R$ 1.179,-R$ 80,"35,9"
2023-01-01,Cartão,Faturas futuras,834,163,24,24,R$ 27.670,R$ 287.566,"35,9"
2023-05-01,Tecnologia,Não entendimento fatura,89,7,2,2,R$ 1.373,R$ 1.543,"31,2"
2023-01-01,Assunto não identificado,Assunto não identificado,1512,478,66,56,R$ 49.600,R$ 85.765,"31,2"
2023-05-01,Cartão,Fatura duplicada,148,60,6,5,R$ 5.266,R$ 9.355,"35,9"
2023-06-01,Cartão,Dúvidas sobre cartão,517,80,4,4,R$ 8.638,R$ 2.271,"51,7"
2023-05-01,Cartão,Informações sobre cartão,221,6,2,2,R$ 400,R$ 68,"31,2"
2023-02-01,Conta,Devolução,2,0,0,0,R$ 0,R$ 0,"0,0"
2023-01-01,Tecnologia,Não entendimento fatura,82,3,1,1,R$ 500,-R$ 129,"33,4"
2023-02-01,Tecnologia,Pagamento de Boleto,60,6,1,1,R$ 1.352,R$ 2.722,"28,4"
2023-05-01,Fraude,Dúvidas sobre campanha gamificação,5,0,0,0,R$ 0,R$ 0,"0,0"
2023-02-01,Marketing,Novos Produtos,2,0,0,0,R$ 0,R$ 0,"0,0"
2023-04-01,Marketing,Segunda via cartão,23,4,1,0,R$ 0,R$ 0,"0,0"
2023-03-01,Marketplace,Resultado da Proposta,9,0,0,0,R$ 0,R$ 0,"0,0"
2023-04-01,Assunto não identificado, Falha no willbert,13,65,62,0,R$ 0,R$ 0,"0,0"
2023-03-01,Conta,Dúvidas sobre cartão,7,0,0,0,R$ 0,R$ 0,"0,0"
2023-03-01,Tecnologia,Lançamentos duplicados,3,0,0,0,R$ 0,R$ 0,"0,0"
2023-04-01,Marketing,Não reconhecimento de compra no crédito,9,1,1,0,R$ 0,R$ 0,"0,0"
2023-06-01,Cartão,Reabertura de conta,3,1,0,0,R$ 0,R$ 0,"0,0"
2023-04-01,Crédito Pessoal,Não reconhecimento de compra no crédito,11,1,1,0,R$ 0,R$ 0,"0,0"
2023-02-01,Conta,Parcelamento de compra,8,1,0,0,R$ 0,R$ 0,"0,0"
2023-04-01,Fraude,Reenvio de cartão,10,4,4,0,R$ 0,R$ 0,"0,0"
2023-03-01,Marketplace,Dúvidas sobre pagamento de fatura,1,0,0,0,R$ 0,R$ 0,"0,0"
2023-05-01,Tecnologia,Fechamento Fatura,9,1,0,0,R$ 0,R$ 0,"0,0"
2023-03-01,Conta,Informações sobre cartão,4,0,0,0,R$ 0,R$ 0,"0,0"
2023-01-01,Fraude,Gerar fatura,4,0,0,0,R$ 0,R$ 0,"0,0"
2023-05-01,Marketing,Gestão de Extrato,2,1,0,0,R$ 0,R$ 0,"0,0"
2023-02-01,Fraude,Contactless,14,1,0,0,R$ 0,R$ 0,"0,0"
2023-06-01,Fraude,Não reconhecimento de PIX,8,2,0,0,R$ 0,R$ 0,"0,0"
2023-03-01,Tecnologia,Wallet,3,0,0,0,R$ 0,R$ 0,"0,0"
2023-02-01,Marketplace,Gerar fatura,3,1,0,0,R$ 0,R$ 0,"0,0"
2023-06-01,Riscos 2 nivel,Recebimento de PIX,2,0,0,0,R$ 0,R$ 0,"0,0"
2023-05-01,Marketing,Fechamento Fatura,2,0,0,0,R$ 0,R$ 0,"0,0"
2023-01-01,Conta,Assunto não identificado,5,0,0,0,R$ 0,R$ 0,"0,0"
2023-06-01,Conta,Cancelamento de compra no crédito,1,0,0,0,R$ 0,R$ 0,"0,0"
2023-04-01,Conta,Desbloqueio de cartão,2,0,0,0,R$ 0,R$ 0,"0,0"
2023-03-01,Marketing,Recebimento de PIX,6,0,0,0,R$ 0,R$ 0,"0,0"
2023-03-01,Tecnologia,Recebimento de TED,1,0,0,0,R$ 0,R$ 0,"0,0"
2023-04-01,Conta,Problema de Cadastro da proposta,1,0,0,0,R$ 0,R$ 0,"0,0"
2023-06-01,Assunto não identificado,Assunto não identificado,7057,1970,279,233,R$ 261.032,R$ 877.424,"35,9"
2023-02-01,Cartão,Fatura duplicada,124,55,10,4,R$ 7.184,R$ 3.210,"38,3"
2023-01-01,Conta,Recebimento de PIX,3520,1188,102,95,R$ 72.132,R$ 159.482,"31,2"
2023-03-01,Cartão,Problema no recebimento do cartão,1595,85,11,11,R$ 6.383,R$ 2.599,"31,2"
2023-06-01,Cartão,Token E-mail,1346,177,30,26,R$ 37.235,R$ 35.876,"36,8"
2023-04-01,Conta,Segunda via cartão,385,131,115,2,R$ 2.130,R$ 4.810,"38,4"
2023-04-01,Fraude,Primeiro Desbloqueio de cartão,47,81,77,0,R$ 0,R$ 0,"0,0"
2023-06-01,Cartão,Lançamentos duplicados,213,64,1,1,R$ 1.443,-R$ 125,"31,2"
2023-03-01,Tecnologia,Recebimento de PIX,203,27,2,2,R$ 800,R$ 591,"35,5"
2023-06-01,Fraude,Problemas com a compra,104,5,0,0,R$ 0,R$ 0,"0,0"
2023-06-01,Fraude,Token SMS,217,8,2,1,R$ 1.360,-R$ 131,"67,7"
2023-03-01,Conta,Dúvidas PIX,941,238,41,31,R$ 51.154,R$ 203.383,"36,8"
2023-03-01,Crédito Pessoal,Gestão de Saque,6,1,0,0,R$ 0,R$ 0,"0,0"
2023-03-01,Fraude,Compensação fatura,36,2,1,0,R$ 0,R$ 0,"0,0"
2023-03-01,Cartão,Atendimento de terceiros,20,3,0,0,R$ 0,R$ 0,"0,0"
2023-01-01,Conta,Não reconhecimento de recarga/título/ted,60,19,2,1,R$ 3.700,R$ 0,"67,7"
2023-05-01,Crédito Pessoal,Não entendimento fatura,23,1,0,0,R$ 0,R$ 0,"0,0"
2023-05-01,Marketplace,Primeiro Desbloqueio de cartão,3,0,0,0,R$ 0,R$ 0,"0,0"
2023-03-01,Fraude,Cartão virtual,14,0,0,0,R$ 0,R$ 0,"0,0"
2023-03-01,Crédito Pessoal,Dúvidas PIX,2,0,0,0,R$ 0,R$ 0,"0,0"
2023-06-01,Fraude,Compensação fatura,24,0,0,0,R$ 0,R$ 0,"0,0"
2023-03-01,Fraude,Cancelamento de conta,10,3,2,1,R$ 1.268,R$ 159,"36,8"
2023-05-01,Crédito Pessoal,Fechamento Fatura,6,0,0,0,R$ 0,R$ 0,"0,0"
2023-03-01,Tecnologia,Gestão de Saque,12,0,0,0,R$ 0,R$ 0,"0,0"
2023-06-01,Riscos 2 nivel,Recebimento de TED,1,0,0,0,R$ 0,R$ 0,"0,0"
2023-01-01,Fraude,Canais de atendimento,6,4,0,0,R$ 0,R$ 0,"0,0"
2023-06-01,Marketplace,Gestão de Saque,3,0,0,0,R$ 0,R$ 0,"0,0"
2023-03-01,Fraude,Canais de atendimento,9,3,1,1,R$ 936,R$ 75,"36,8"
2023-02-01,Tecnologia,Parcelamento de compra,1,0,0,0,R$ 0,R$ 0,"0,0"
2023-05-01,Conta,Gestão de Recarga,1,0,0,0,R$ 0,R$ 0,"0,0"
2023-05-01,Fraude,Informações sobre cartão,1,0,0,0,R$ 0,R$ 0,"0,0"
2023-03-01,Crédito Pessoal,Dúvidas sobre cartão,1,0,0,0,R$ 0,R$ 0,"0,0"
2023-02-01,Fraude,Gestão de Extrato,1,0,0,0,R$ 0,R$ 0,"0,0"
2023-01-01,Cartão,Não reconhecimento de compra no crédito,9838,3182,533,511,R$ 688.171,R$ 841.443,"36,8"
2023-06-01,Fraude,Alteração de senha,1477,290,35,26,R$ 24.259,R$ 38.310,"36,8"
2023-03-01,Cartão,Dúvidas sobre campanha gamificação,1255,141,14,14,R$ 3.200,R$ 1.504,"31,2"
2023-05-01,Conta,Gestão de Extrato,1452,408,34,25,R$ 22.783,R$ 72.680,"35,9"
2023-03-01,Fraude,Cancelamento de compra no crédito,12,2,0,0,R$ 0,R$ 0,"0,0"
2023-06-01,Cartão,Dúvidas em lançamentos,1647,395,21,20,R$ 33.988,R$ 29.287,"36,4"
2023-01-01,Conta,Boleto de Depósito,402,68,5,4,R$ 4.106,R$ 20.757,"36,4"
2023-02-01,Conta,Dúvidas Conta,398,56,5,5,R$ 7.120,R$ 3.622,"35,9"
2023-06-01,Conta,Gestão do Bolso/Rendimento Conta,477,82,8,8,R$ 20.503,R$ 1.403,"38,2"
2023-02-01,Cartão,Problema de Cadastro da proposta,14,3,1,1,R$ 477,R$ 0,"36,8"
2023-01-01,Conta,Cancelamento de conta will,337,1,1,1,R$ 100,R$ 3,"31,2"
2023-01-01,Fraude,Vencimento fatura,110,5,1,1,R$ 816,R$ 37,"36,8"
2023-05-01,Marketing,Não entendimento fatura,17,0,0,0,R$ 0,R$ 0,"0,0"
2023-04-01,Crédito Pessoal,Envio de PIX,23,13,12,0,R$ 0,R$ 0,"0,0"
2023-06-01,Crédito Pessoal,Gestão de Saque,15,1,0,0,R$ 0,R$ 0,"0,0"
2023-06-01,Marketplace,Não reconhecimento de PIX,2,0,0,0,R$ 0,R$ 0,"0,0"
2023-02-01,Marketplace,Segunda via cartão,25,0,0,0,R$ 0,R$ 0,"0,0"
2023-05-01,Tecnologia,Gestão de Extrato,86,14,1,1,R$ 1.144,R$ 132,"39,8"
2023-05-01,Fraude,Vencimento fatura,81,1,0,0,R$ 0,R$ 0,"0,0"
2023-02-01,Marketplace,Token E-mail,6,0,0,0,R$ 0,R$ 0,"0,0"
2023-01-01,Marketplace,Resultado da Proposta,19,1,0,0,R$ 0,R$ 0,"0,0"
2023-03-01,Conta,Token E-mail,56,0,0,0,R$ 0,R$ 0,"0,0"
2023-05-01,Conta,Consulta Saldo,40,6,0,0,R$ 0,R$ 0,"0,0"
2023-01-01,Fraude,Cancelamento de conta,14,0,0,0,R$ 0,R$ 0,"0,0"
2023-03-01,Cartão,Canais de atendimento,14,2,1,1,R$ 100,R$ 46,"31,2"
2023-01-01,Marketplace,Não reconhecimento de compra no crédito,23,1,0,0,R$ 0,R$ 0,"0,0"
2023-05-01,Marketplace,Envio de PIX,2,0,0,0,R$ 0,R$ 0,"0,0"
2023-03-01,Fraude,Faturas futuras,3,0,0,0,R$ 0,R$ 0,"0,0"
2023-03-01,Marketing,Gestão de Saque,4,0,0,0,R$ 0,R$ 0,"0,0"
2023-02-01,Crédito Pessoal,Parcelamento de compra,1,0,0,0,R$ 0,R$ 0,"0,0"
2023-06-01,Marketplace,Informações sobre cartão,3,0,0,0,R$ 0,R$ 0,"0,0"
2023-06-01,Crédito Pessoal,Gestão do Bolso/Rendimento Conta,4,0,0,0,R$ 0,R$ 0,"0,0"
2023-03-01,Cartão,Chat duplicado,3,0,0,0,R$ 0,R$ 0,"0,0"
2023-04-01,Cartão,Problema de Cadastro da proposta,3,8,8,1,R$ 500,R$ 4.172,"31,2"
2023-01-01,Crédito Pessoal,Wallet,2,0,0,0,R$ 0,R$ 0,"0,0"
2023-04-01,Marketplace,Comunicação Loja will,2,2,1,0,R$ 0,R$ 0,"0,0"
2023-04-01,Conta,Fatura duplicada,2,0,0,0,R$ 0,R$ 0,"0,0"
2023-04-01,Marketplace,Gestão do Bolso/Rendimento Conta,1,0,0,0,R$ 0,R$ 0,"0,0"
2023-01-01,Tecnologia,Informações sobre cartão,2,0,0,0,R$ 0,R$ 0,"0,0"
2023-04-01,Cartão,Compensação fatura,9492,4691,2278,271,R$ 250.054,R$ 949.391,"33,4"
2023-05-01,Riscos 2 nivel,Prevenção à Fraude,597,168,16,12,R$ 8.360,R$ 29.877,"36,8"
2023-04-01,Cartão,Chat sem retorno,297,59,38,3,R$ 4.897,R$ 124,"36,8"
2023-06-01,Marketplace,Rastreio de cartão,20,0,0,0,R$ 0,R$ 0,"0,0"
2023-02-01,Cartão,Faturas futuras,733,162,25,23,R$ 30.589,R$ 20.523,"38,5"
2023-06-01,Tecnologia,Token E-mail,11,1,0,0,R$ 0,R$ 0,"0,0"
2023-05-01,Crédito Pessoal,Crédito pessoal,1359,353,32,29,R$ 22.687,R$ 18.873,"33,4"
2023-01-01,Cartão,Rastreio de cartão,2214,123,9,8,R$ 12.082,R$ 5.094,"33,5"
2023-06-01,Tecnologia,Segunda via cartão,43,3,1,1,R$ 2.560,R$ 3.021,"36,8"
2023-02-01,Conta,Vencimento fatura,149,5,0,0,R$ 0,R$ 0,"0,0"
2023-02-01,Fraude,Bloqueio de senha,107,17,3,2,R$ 4.476,R$ 440,"49,4"
2023-04-01,Marketplace,Dúvidas Marketplace,62,46,34,2,R$ 4.135,R$ 383,"37,7"
2023-05-01,Marketing,Não reconhecimento de compra no crédito,16,3,0,0,R$ 0,R$ 0,"0,0"
2023-05-01,Cartão,Wallet,567,91,9,9,R$ 12.449,R$ 41.927,"35,9"
2023-02-01,Marketplace,Gestão do Bolso/Rendimento Conta,5,0,0,0,R$ 0,R$ 0,"0,0"
2023-03-01,Cartão,Wallet,272,41,1,1,R$ 816,R$ 20,"31,2"
2023-05-01,Crédito Pessoal,Não reconhecimento de compra no crédito,12,1,0,0,R$ 0,R$ 0,"0,0"
2023-06-01,Marketing,Envio de PIX,6,1,0,0,R$ 0,R$ 0,"0,0"
2023-06-01,Marketing,Segunda via cartão,14,1,0,0,R$ 0,R$ 0,"0,0"
2023-05-01,Tecnologia,Não reconhecimento de compra no crédito,50,5,1,1,R$ 2.911,-R$ 149,"39,9"
2023-06-01,Fraude,Token 3DS,76,16,2,2,R$ 800,R$ 1.713,"34,8"
2023-01-01,Marketing,Não reconhecimento de compra no crédito,5,1,0,0,R$ 0,R$ 0,"0,0"
2023-01-01,Fraude,Chaves PIX,3,0,0,0,R$ 0,R$ 0,"0,0"
2023-04-01,Marketplace,Segunda via cartão,30,2,0,0,R$ 0,R$ 0,"0,0"
2023-02-01,Marketing,Vencimento fatura,3,0,0,0,R$ 0,R$ 0,"0,0"
2023-04-01,Fraude,Cancelamento de compra no crédito,15,2,2,1,R$ 1.300,R$ 917,"60,9"
2023-04-01,Fraude,Gestão de Extrato,3,0,0,0,R$ 0,R$ 0,"0,0"
2023-01-01,Tecnologia,Falsidade ideológica,2,0,0,0,R$ 0,R$ 0,"0,0"
2023-06-01,Crédito Pessoal,Primeiro Desbloqueio de cartão,13,0,0,0,R$ 0,R$ 0,"0,0"
2023-06-01,Cartão,Alteração de Cadastro na Proposta,11,2,1,1,R$ 3.267,R$ 21.922,"67,7"
2023-04-01,Marketing,Faturas futuras,2,0,0,0,R$ 0,R$ 0,"0,0"
2023-06-01,Fraude,Pagamento de Boleto,14,1,0,0,R$ 0,R$ 0,"0,0"
2023-01-01,Marketing,Dúvidas em lançamentos,2,1,0,0,R$ 0,R$ 0,"0,0"
2023-05-01,Conta,Problema de Cadastro da proposta,1,0,0,0,R$ 0,R$ 0,"0,0"
2023-04-01,Marketing,Gerar fatura,3,0,0,0,R$ 0,R$ 0,"0,0"
2023-04-01,Fraude,Informações sobre cartão,3,2,2,0,R$ 0,R$ 0,"0,0"
2023-04-01,Marketing,Informações sobre fatura,10,1,1,0,R$ 0,R$ 0,"0,0"
2023-06-01,Conta,Cartão virtual,2,0,0,0,R$ 0,R$ 0,"0,0"
2023-03-01,Marketing,Dúvidas sobre empréstimo/crédito pessoal,3,0,0,0,R$ 0,R$ 0,"0,0"
2023-06-01,Marketing,Fechamento Fatura,1,0,0,0,R$ 0,R$ 0,"0,0"
2023-01-01,Crédito Pessoal,Dúvidas em lançamentos,1,0,0,0,R$ 0,R$ 0,"0,0"
2023-03-01,Cartão,Dúvidas sobre pagamento de fatura,8113,1466,375,268,R$ 323.572,R$ 1.335.820,"36,8"
2023-05-01,Fraude,Validação novo dispositivo,19638,6129,654,530,R$ 872.403,R$ 1.303.248,"39,9"
2023-06-01,Tecnologia,Erro Funcionalidades,2549,683,68,61,R$ 56.272,R$ 161.418,"35,9"
2023-02-01,Cartão,Gerar fatura,2902,660,86,76,R$ 68.868,R$ 124.756,"31,2"
2023-02-01,Conta,Envio de PIX,5195,1307,137,123,R$ 125.377,R$ 170.931,"36,8"
2023-05-01,Marketplace,Gestão de Recarga,1756,410,29,26,R$ 18.754,R$ 23.071,"32,3"
2023-06-01,Fraude,Bloqueio de senha,267,20,3,3,R$ 2.926,R$ 18.230,"36,8"
2023-01-01,Marketing,Dúvidas campanha,333,94,11,9,R$ 17.698,R$ 138.201,"39,9"
2023-04-01,Atendimento,Canais de atendimento,182,192,153,6,R$ 5.401,R$ 27.896,"36,8"
2023-04-01,Cartão,Gerar fatura,1078,672,454,17,R$ 16.870,R$ 20.334,"33,4"
